CompTotal,Gender,Manager,YearsCode,Age1stCode,YearsCodePro,Education
69888,Man,IC,3,16,2,Less than bachelor's
70000,Man,IC,8,16,4,Bachelor's
68000,Man,IC,11,13,6,Bachelor's
350000,Woman,IC,18,14,12,PhD
78400,Man,IC,8,19,2,Bachelor's
106000,Man,Manager,20,13,8,Bachelor's
122000,Man,IC,22,13,20,Less than bachelor's
47500,Man,NA,3,10,Less than 1 year,Bachelor's
93000,Man,IC,15,15,8,Bachelor's
74000,Man,IC,6,16,2,Bachelor's
73000,Man,IC,8,15,3,Bachelor's
150000,Man,IC,28,7,18,Bachelor's
135000,Man,Manager,41,11,30,Bachelor's
1e+05,Man,IC,30,9,20,Master's
113000,Man,IC,13,NA,9,Bachelor's
80000,Man,IC,38,20,32,Bachelor's
140000,Man,IC,8,17,6,Less than bachelor's
130000,Man,Manager,35,12,20,Master's
146000,Man,IC,15,13,12,PhD
1e+05,Woman,IC,3,21,3,Bachelor's
140000,Woman,IC,3,28,3,Bachelor's
110000,Man,IC,6,6,3,Master's
79000,Man,IC,2,21,2,Master's
88000,Man,IC,12,15,9,Less than bachelor's
230000,Man,IC,26,14,17,Bachelor's
147000,Woman,IC,9,10,5,Bachelor's
180000,Man,IC,11,19,7,Bachelor's
130000,Man,IC,39,11,33,Less than bachelor's
65000,Woman,IC,4,23,3,Bachelor's
80000,Man,Manager,5,15,5,Bachelor's
114000,Man,IC,18,26,18,Bachelor's
120000,Man,IC,15,18,11,Bachelor's
105000,Man,IC,12,16,10,Master's
96500,Man,IC,35,15,28,Bachelor's
212500,Woman,IC,13,18,10,Bachelor's
80000,Man,IC,10,17,7,Less than bachelor's
145000,Woman,IC,7,32,6,Bachelor's
127000,Woman,IC,10,13,10,Bachelor's
130000,Man,IC,24,10,20,Bachelor's
77500,Woman,IC,4,10,4,Less than bachelor's
102000,Woman,IC,5,32,3,Bachelor's
85000,Man,IC,9,15,2,Master's
73000,Man,IC,6,15,Less than 1 year,Bachelor's
139000,Man,IC,17,11,12,Bachelor's
59000,Woman,Manager,4,18,3,Bachelor's
52000,Man,IC,9,17,7,Less than bachelor's
1e+05,Man,IC,11,18,6,Bachelor's
152160,Man,IC,9,17,7,Bachelor's
150000,Man,Manager,2,9,1,Less than bachelor's
60000,Man,IC,2,21,1,Bachelor's
145000,Man,IC,5,12,4,Bachelor's
70000,Man,IC,7,16,1,Master's
1e+05,Man,IC,19,18,16,Bachelor's
65000,Man,IC,7,10,2,Less than bachelor's
116000,Man,Manager,22,30,5,Bachelor's
90000,Man,Manager,13,17,9,Master's
87000,Woman,IC,9,20,7,Bachelor's
90000,Man,IC,35,12,20,Master's
75000,Man,IC,28,10,16,Master's
92500,Man,Manager,15,12,5,Bachelor's
105000,Man,IC,11,13,4,PhD
95000,Man,IC,13,13,13,Bachelor's
133500,Man,IC,11,10,7,Bachelor's
85000,Man,Manager,4,22,4,Bachelor's
120000,Man,IC,4,24,4,Master's
135000,Man,IC,22,14,14,PhD
220000,Man,IC,14,13,5,Master's
75000,Man,IC,Less than 1 year,19,1,Bachelor's
80000,Man,IC,5,18,4,Master's
145000,Man,IC,19,9,5,Less than bachelor's
70000,Man,IC,39,10,28,Bachelor's
52200,Man,IC,6,Younger than 5 years,3,Less than bachelor's
105000,Man,IC,24,10,10,Professional
199000,Man,IC,23,11,20,Bachelor's
80000,Man,IC,6,16,3,Bachelor's
120000,Man,IC,33,15,29,Master's
165000,Woman,IC,15,17,10,Bachelor's
76500,Man,IC,3,16,2,Bachelor's
165000,Man,IC,5,12,1,Bachelor's
155000,Man,IC,18,16,11,Bachelor's
88000,Man,IC,9,10,8,Less than bachelor's
150000,Man,IC,12,12,8,Master's
48000,Man,Manager,2,15,Less than 1 year,NA
150000,Man,IC,22,11,19,Bachelor's
190000,Man,IC,16,16,9,Master's
125000,Man,IC,8,19,Less than 1 year,Master's
105000,Man,IC,5,22,3,Bachelor's
120000,Man,IC,30,17,28,Bachelor's
110000,Man,IC,11,13,10,Bachelor's
108000,Man,IC,7,11,Less than 1 year,Bachelor's
153000,Man,IC,20,15,20,Less than bachelor's
110000,Man,IC,15,12,5,Bachelor's
97000,Man,IC,16,13,2,Master's
275000,Man,Manager,25,8,15,Master's
124000,Man,IC,24,18,16,Master's
220000,Man,IC,32,10,20,Bachelor's
84000,Man,IC,12,18,2,Master's
135000,Man,IC,25,10,20,Master's
80000,Man,IC,14,20,12,Less than bachelor's
73094,Man,IC,7,15,3,Bachelor's
65000,Man,IC,3,21,3,Master's
110000,Man,Manager,34,6,16,Bachelor's
110000,Man,IC,12,11,6,Bachelor's
75000,Man,IC,11,6,6,Bachelor's
95000,Man,Manager,21,14,16,Master's
73600,Man,IC,6,16,3,Bachelor's
50000,Woman,IC,3,18,Less than 1 year,Bachelor's
108000,Man,IC,10,12,6,Bachelor's
182000,Man,IC,20,12,5,Bachelor's
65000,Man,IC,14,13,4,Less than bachelor's
80000,Man,IC,12,21,8,Master's
3e+05,Man,IC,30,12,23,Bachelor's
125000,Woman,IC,3,27,2,Master's
95000,Man,IC,10,16,6,Master's
195511,Man,IC,21,19,17,Bachelor's
245000,Man,IC,20,11,16,Bachelor's
55000,Man,IC,6,12,1,Bachelor's
147500,Man,IC,20,13,15,Bachelor's
114000,Man,IC,16,27,15,Bachelor's
125000,Woman,IC,5,16,2,Less than bachelor's
107000,Man,IC,16,7,4,Master's
115000,Man,IC,28,13,24,Master's
148806,Man,Manager,39,11,25,Master's
68000,Man,IC,1,15,Less than 1 year,Bachelor's
62000,Woman,IC,5,9,2,Less than bachelor's
95000,Man,IC,15,30,15,Bachelor's
182000,Man,IC,14,10,9,Bachelor's
129600,Man,IC,12,18,10,Bachelor's
43000,Woman,IC,Less than 1 year,30,Less than 1 year,Master's
85000,Man,Manager,20,13,16,Less than bachelor's
64000,Man,IC,8,14,8,Less than bachelor's
137000,Man,IC,12,16,8,Bachelor's
2e+05,Man,IC,5,15,3,Master's
82000,Man,IC,8,14,2,Bachelor's
92000,Man,IC,9,18,5,Bachelor's
117000,Man,IC,15,15,3,Bachelor's
67000,Man,IC,18,13,8,Bachelor's
82000,Man,IC,5,20,3,Bachelor's
114000,Man,Manager,18,18,18,Bachelor's
1e+05,Man,Manager,NA,10,25,Bachelor's
110000,Man,IC,14,14,7,Bachelor's
80000,Man,IC,2,10,2,Less than bachelor's
150000,Man,IC,5,18,2,Master's
90000,Man,IC,23,18,7,Bachelor's
100300,Man,IC,20,15,11,Bachelor's
125000,Man,IC,7,17,2,Master's
47000,Man,IC,8,13,2,Less than bachelor's
145600,Man,IC,18,11,12,Less than bachelor's
90000,Man,IC,15,12,10,Bachelor's
105000,Man,IC,10,16,8,Less than bachelor's
123000,Woman,NA,22,13,2,Bachelor's
171000,Man,Manager,11,8,10,Master's
165000,Man,IC,20,13,10,Bachelor's
175000,Man,Manager,38,14,23,Bachelor's
77000,Man,IC,7,18,3,Bachelor's
2e+05,Man,Manager,35,13,22,Master's
80000,Man,IC,3,20,2,Bachelor's
93600,Man,IC,10,17,6,Less than bachelor's
63000,Man,IC,5,17,3,Bachelor's
100990,Man,IC,37,25,34,Less than bachelor's
120000,Man,IC,10,13,7,Master's
65000,Man,IC,5,12,4,Master's
75000,Man,IC,Less than 1 year,23,Less than 1 year,Bachelor's
130000,Woman,IC,9,16,3,PhD
65000,Man,Manager,13,18,8,Bachelor's
450000,Man,IC,15,15,6,Master's
155000,Man,IC,8,13,6,Less than bachelor's
140000,Man,IC,5,13,2,Bachelor's
155000,Man,Manager,20,8,15,Bachelor's
67500,Man,IC,3,32,2,Master's
170000,Man,IC,18,9,13,Bachelor's
2e+05,Man,IC,11,12,9,Master's
68250,Man,IC,14,12,6,Bachelor's
130000,Man,IC,6,14,6,Master's
165000,Woman,IC,4,6,2,Master's
52000,Man,IC,17,14,10,Bachelor's
80000,Man,IC,6,28,4,Less than bachelor's
145000,Man,IC,13,13,8,Master's
180000,Man,IC,20,18,18,Master's
98000,Man,IC,3,18,2,Bachelor's
135000,Man,IC,15,16,10,Bachelor's
83000,Man,IC,11,17,5,Bachelor's
180000,Man,IC,25,8,22,Bachelor's
140000,Man,IC,5,18,2,Bachelor's
155000,Man,IC,5,23,1,Bachelor's
1e+05,Man,IC,5,21,5,Bachelor's
161000,Woman,IC,37,11,27,PhD
144000,Man,Manager,25,12,13,Bachelor's
93000,Man,IC,16,20,1,PhD
90000,Man,IC,10,14,8,Bachelor's
85000,Man,IC,5,16,3,Bachelor's
91000,Man,IC,31,10,24,Bachelor's
157000,Man,IC,13,21,12,Less than bachelor's
185000,Man,IC,20,17,20,Bachelor's
110000,Man,IC,39,10,21,Bachelor's
88000,Man,IC,9,13,4,Bachelor's
92000,Man,IC,21,16,15,Bachelor's
80000,Man,IC,6,13,1,Bachelor's
85000,Man,Manager,11,17,6,Bachelor's
95000,Man,IC,4,16,4,Professional
65000,Man,Manager,10,13,5,Less than bachelor's
147500,Man,IC,13,15,10,Bachelor's
1e+05,Man,IC,23,12,13,Bachelor's
140000,Man,IC,10,15,7,Bachelor's
70000,Man,IC,12,17,6,Master's
114000,Man,IC,25,11,17,Master's
140000,Man,IC,36,13,20,Bachelor's
144514,Man,IC,30,13,23,Bachelor's
115000,Man,IC,12,19,10,Bachelor's
72500,Man,IC,6,18,5,Bachelor's
72000,Man,IC,14,13,5,Bachelor's
70000,Man,Manager,7,15,4,Bachelor's
72000,Man,IC,12,15,7,Bachelor's
50000,Man,IC,6,12,2,Less than bachelor's
84000,Man,Manager,8,13,5,Less than bachelor's
132000,Man,IC,8,25,6,Bachelor's
1e+05,Man,IC,18,15,16,Less than bachelor's
1e+05,Woman,IC,30,10,20,Bachelor's
42000,Man,IC,4,25,2,Less than bachelor's
120000,Woman,IC,10,17,7,Master's
60320,Man,IC,5,15,3,Bachelor's
140000,Man,IC,5,18,4,Bachelor's
115000,Man,IC,9,15,2,Bachelor's
150000,Man,Manager,22,12,13,Bachelor's
88000,Man,IC,10,27,7,Master's
80000,Man,IC,15,17,12,Bachelor's
77000,Man,IC,3,20,3,Less than bachelor's
180000,Woman,IC,8,8,3,Master's
48000,Man,IC,1,29,Less than 1 year,Master's
280000,Man,Manager,2,14,2,Master's
1e+05,Man,IC,9,14,5,Bachelor's
215000,Man,IC,15,18,12,Less than bachelor's
80000,Man,IC,3,20,1,Bachelor's
125000,Man,IC,21,13,12,Bachelor's
66000,Man,IC,22,9,10,Less than bachelor's
75000,Man,IC,6,24,1,Less than bachelor's
115000,Man,Manager,13,14,8,Master's
82750,Man,IC,10,12,3,Bachelor's
97000,Man,IC,38,15,24,Master's
70000,Man,IC,12,15,2,Bachelor's
150000,Man,IC,10,10,7,Master's
450000,Man,IC,30,13,25,Bachelor's
75000,Man,IC,4,15,1,Bachelor's
110000,Man,Manager,5,13,4,Bachelor's
135000,Man,IC,9,17,6,Bachelor's
120000,Man,IC,12,15,4,Bachelor's
120000,Man,IC,9,18,5,Bachelor's
84000,Man,IC,4,21,4,Bachelor's
145000,Man,Manager,23,18,19,Bachelor's
62000,Man,IC,17,11,12,Less than bachelor's
62000,Man,IC,5,18,2,Bachelor's
95000,Woman,IC,9,17,4,Master's
120000,Man,Manager,18,18,15,Bachelor's
95000,Woman,IC,5,30,5,Bachelor's
51000,Man,IC,4,17,1,Bachelor's
69000,Man,IC,23,16,20,PhD
185000,Man,Manager,24,15,21,Less than bachelor's
104750,Man,IC,21,18,21,Bachelor's
70000,Man,IC,8,22,6,Bachelor's
70000,Man,IC,10,15,2,Less than bachelor's
120000,Man,IC,2,26,Less than 1 year,Master's
150000,Man,IC,28,14,25,Bachelor's
72000,Man,IC,8,15,4,Bachelor's
73000,Man,IC,7,15,2,Bachelor's
105000,Woman,Manager,4,22,3,Bachelor's
42000,Man,IC,2,31,1,Professional
150000,Man,IC,19,13,16,Bachelor's
150000,Man,IC,25,35,20,Master's
215000,Man,Manager,23,10,20,Bachelor's
180000,Man,IC,8,13,5,Bachelor's
102000,Man,IC,37,24,37,Bachelor's
99500,Man,IC,15,14,9,Bachelor's
210000,Man,IC,12,22,11,Master's
105000,Man,IC,30,10,15,Bachelor's
167000,Man,IC,12,17,12,Bachelor's
93000,Man,IC,22,18,17,Bachelor's
36000,Man,IC,7,6,5,Master's
82000,Man,IC,5,25,4,Bachelor's
1e+05,Man,IC,10,18,6,Bachelor's
60000,Man,IC,5,19,Less than 1 year,Bachelor's
98000,Man,IC,5,18,1,Bachelor's
96000,Man,IC,15,13,6,Less than bachelor's
154000,Woman,IC,20,9,10,Bachelor's
64000,Man,IC,5,19,3,Bachelor's
63000,Man,IC,9,15,3,Bachelor's
75000,Man,Manager,20,16,19,Less than bachelor's
170000,Man,IC,12,11,11,Bachelor's
95000,Man,IC,4,17,3,Bachelor's
1e+05,Woman,IC,3,15,2,Master's
230000,Man,IC,42,17,35,NA
2e+05,Woman,IC,6,13,5,Bachelor's
125000,Man,IC,8,12,2,Master's
120000,Man,IC,9,15,3,Bachelor's
94000,Man,IC,15,10,11,Bachelor's
143000,Man,IC,10,14,7,Bachelor's
190000,Man,IC,31,10,25,Bachelor's
65000,Man,IC,6,13,Less than 1 year,Bachelor's
130000,Man,IC,32,9,23,Bachelor's
82000,Man,IC,6,9,2,Bachelor's
87000,Man,IC,8,18,4,Bachelor's
80000,Man,IC,21,11,5,Bachelor's
362000,Man,IC,20,13,17,Bachelor's
65000,Woman,IC,32,12,1,Bachelor's
110000,Man,IC,7,9,7,Master's
129662,Man,IC,21,10,17,Bachelor's
60000,Man,Manager,9,22,6,Bachelor's
160000,Man,IC,22,10,16,Bachelor's
250000,Man,IC,10,21,8,Bachelor's
75000,Man,IC,8,13,1,Bachelor's
160000,Man,Manager,23,10,14,Bachelor's
115000,Man,IC,18,16,17,Bachelor's
115000,Man,Manager,25,15,23,Bachelor's
97000,Man,IC,40,12,28,Bachelor's
130000,Man,Manager,35,8,20,Bachelor's
2e+05,Man,Manager,30,10,10,Master's
151800,Man,IC,9,16,5,Bachelor's
1e+05,Man,IC,40,16,32,Bachelor's
140000,Woman,IC,15,12,6,Bachelor's
80000,Man,IC,15,12,11,Bachelor's
110000,Man,IC,13,18,8,Bachelor's
85000,Man,IC,4,16,2,Bachelor's
80000,Man,IC,11,19,6,Bachelor's
74000,Man,IC,11,22,11,PhD
160000,Man,IC,22,10,22,Bachelor's
132000,Man,IC,10,19,7,Bachelor's
43000,Man,IC,4,13,4,Less than bachelor's
40000,Man,IC,4,12,2,Less than bachelor's
1e+05,Man,IC,4,25,2,Less than bachelor's
1e+05,Man,IC,6,13,1,Bachelor's
82000,Woman,IC,15,8,5,Master's
140000,Man,IC,20,11,15,Less than bachelor's
1e+05,Man,IC,11,15,10,Bachelor's
119000,Man,IC,17,20,12,Bachelor's
180000,Man,Manager,22,13,12,Master's
95000,Man,IC,17,13,8,Bachelor's
65000,Man,IC,3,27,4,Bachelor's
67000,Man,IC,5,17,2,Bachelor's
150000,Man,IC,11,16,4,Master's
85000,Man,IC,4,25,3,NA
98000,Man,IC,9,17,5,Bachelor's
97000,Man,IC,16,12,8,Less than bachelor's
101250,Man,IC,6,16,2,Bachelor's
65500,Man,IC,4,20,4,Bachelor's
78000,Man,Manager,22,14,8,Master's
92500,Man,IC,17,9,5,Bachelor's
150000,Man,IC,18,14,18,Bachelor's
275000,Man,IC,7,18,4,Master's
94000,Man,IC,7,21,4,Master's
75000,Woman,IC,39,12,22,Master's
60000,Man,IC,5,18,1,Bachelor's
159000,Man,IC,12,10,9,Bachelor's
145000,Man,IC,5,13,4,PhD
90000,Woman,IC,18,11,7,Bachelor's
130000,Man,IC,44,16,38,Bachelor's
90000,Man,IC,15,19,10,Bachelor's
120000,Man,IC,6,10,4,Bachelor's
85000,Man,IC,8,17,6,Bachelor's
275000,Man,Manager,38,10,32,Less than bachelor's
97000,Man,Manager,35,10,21,Less than bachelor's
60000,Man,IC,4,12,Less than 1 year,Bachelor's
62000,Man,IC,9,24,4,Bachelor's
1e+05,Man,IC,6,11,2,Bachelor's
145000,Man,Manager,18,9,15,Bachelor's
93000,Man,IC,8,13,8,Bachelor's
180000,Man,Manager,20,17,17,Bachelor's
104000,Man,IC,18,13,11,Less than bachelor's
80000,Man,IC,11,14,3,Bachelor's
82000,Man,IC,5,18,2,Bachelor's
1e+05,Man,IC,11,17,7,Bachelor's
150000,Man,Manager,34,8,19,Bachelor's
95000,Man,IC,16,17,11,Bachelor's
1e+05,Man,IC,25,10,20,Bachelor's
72500,Man,IC,6,14,1,Bachelor's
70000,Man,IC,1,25,Less than 1 year,Less than bachelor's
360000,Man,IC,24,15,22,Master's
140000,Man,IC,6,18,6,Less than bachelor's
80000,Man,IC,7,15,Less than 1 year,Bachelor's
57000,Man,IC,2,15,1,Master's
115000,Man,IC,15,25,15,Bachelor's
88000,Man,IC,12,15,10,Less than bachelor's
75000,Man,Manager,32,10,15,PhD
86000,Woman,IC,19,16,19,Master's
133200,Woman,IC,1,20,Less than 1 year,Bachelor's
110000,Man,IC,30,17,30,Less than bachelor's
120000,Man,IC,19,13,7,Less than bachelor's
141000,Man,IC,12,7,7,Bachelor's
150000,Man,IC,20,16,15,Master's
112000,Man,IC,8,21,2,Bachelor's
325000,Man,IC,15,7,7,PhD
88000,Woman,IC,23,13,22,Bachelor's
130000,Man,IC,14,20,10,PhD
125000,Man,IC,30,12,20,Bachelor's
250000,Man,IC,21,14,12,Master's
185000,Man,IC,16,12,10,Master's
80000,Man,IC,10,18,7,Master's
165000,Man,IC,38,11,29,Bachelor's
111000,Man,IC,12,10,9,Bachelor's
45000,Man,IC,7,10,4,Less than bachelor's
140600,Man,IC,8,16,4,Bachelor's
148000,Man,IC,20,12,20,Master's
98000,Man,Manager,6,17,3,Bachelor's
150000,Man,IC,25,14,25,Less than bachelor's
75000,Man,IC,5,16,3,Master's
140000,Man,IC,43,19,38,Bachelor's
95000,Man,Manager,8,14,4,Bachelor's
130000,Woman,Manager,22,10,3,Less than bachelor's
120000,Man,NA,33,14,27,Bachelor's
2e+05,Man,IC,23,15,17,Less than bachelor's
256000,Woman,IC,10,13,5,Bachelor's
130000,Man,IC,21,12,13,Less than bachelor's
75000,Man,IC,10,12,3,Bachelor's
90000,Man,IC,7,15,2,Bachelor's
104000,Woman,NA,3,45,3,PhD
105000,Man,IC,9,10,5,Master's
90000,Man,IC,10,10,5,Bachelor's
195000,Man,IC,13,14,5,Bachelor's
150000,Man,IC,28,12,23,Bachelor's
155000,Man,IC,22,18,16,PhD
225000,Man,NA,35,9,23,Less than bachelor's
98000,Woman,IC,6,22,6,Bachelor's
122000,Man,IC,30,18,30,Bachelor's
461000,Man,IC,20,12,10,PhD
102000,Man,IC,16,22,12,Bachelor's
250000,Man,IC,8,16,2,Bachelor's
185000,Man,IC,8,16,4,Bachelor's
110000,Woman,IC,18,12,8,Bachelor's
32000,Man,IC,8,13,3,Less than bachelor's
75000,Man,IC,4,17,2,Less than bachelor's
130000,Man,IC,30,12,18,Less than bachelor's
135000,Man,IC,16,15,14,Master's
330000,Man,Manager,15,17,7,Master's
250000,Man,IC,20,15,16,Less than bachelor's
85000,Woman,IC,20,15,14,Master's
73000,Man,IC,10,14,6,Bachelor's
60000,Man,IC,6,16,1,Bachelor's
115000,Man,Manager,13,22,10,Master's
78000,Man,IC,14,15,5,Bachelor's
147000,Man,Manager,14,13,7,Bachelor's
120000,Man,IC,10,15,7,Bachelor's
125000,Man,IC,12,12,4,Bachelor's
90000,Woman,IC,7,16,1,Bachelor's
67000,Man,IC,10,13,7,Less than bachelor's
240000,Man,IC,14,14,10,Bachelor's
230000,Man,Manager,20,8,18,Less than bachelor's
157000,Man,IC,17,13,16,Bachelor's
104000,Man,IC,19,13,12,Less than bachelor's
125000,Man,IC,49,14,40,Less than bachelor's
206415,Man,Manager,21,6,19,Less than bachelor's
64138,Man,IC,14,12,10,Bachelor's
106000,Man,IC,12,32,11,Bachelor's
195000,Man,IC,15,15,12,Bachelor's
95000,Man,IC,8,11,5,Less than bachelor's
96025,Man,IC,13,14,5,Bachelor's
202000,Man,NA,39,15,38,Less than bachelor's
91107,Man,IC,20,18,17,Bachelor's
90000,Man,IC,19,11,8,Bachelor's
1e+05,Man,IC,20,20,18,Less than bachelor's
125000,Man,IC,20,12,11,Bachelor's
140000,Man,IC,8,14,4,Bachelor's
225000,Man,IC,13,18,5,Master's
210000,Man,Manager,14,13,12,Bachelor's
85000,Man,IC,20,10,20,Bachelor's
95000,Man,IC,10,19,6,Bachelor's
180000,Man,IC,12,16,8,Bachelor's
55000,Man,IC,8,17,2,Bachelor's
135000,Man,IC,25,14,20,Bachelor's
73000,Woman,IC,10,16,5,Bachelor's
105000,Man,IC,5,14,2,Less than bachelor's
45000,Man,IC,7,16,4,Bachelor's
126000,Man,IC,5,15,4,PhD
115000,Man,IC,13,9,3,Less than bachelor's
175000,Man,IC,12,13,9,Bachelor's
107000,Man,IC,8,14,6,Less than bachelor's
114000,Man,NA,12,13,7,Bachelor's
70000,Man,IC,3,22,1,Master's
130000,Man,IC,25,10,16,Less than bachelor's
80000,Man,IC,6,17,1,Bachelor's
170000,Woman,IC,10,5,6,Bachelor's
77367,Man,IC,6,17,5,Bachelor's
121500,Woman,IC,20,10,3,Master's
160000,Man,IC,22,14,14,Bachelor's
82000,Man,IC,3,15,2,Bachelor's
95000,Man,IC,13,12,3,Bachelor's
140000,Man,IC,11,16,4,Bachelor's
49000,Man,Manager,4,20,2,Bachelor's
103832,Man,IC,5,22,2,Bachelor's
125000,Man,IC,16,17,10,Bachelor's
65000,Man,IC,15,19,10,Bachelor's
83000,Man,IC,5,16,4,Bachelor's
72000,Man,IC,6,17,3,Bachelor's
84000,Man,IC,10,14,6,Bachelor's
98000,Man,IC,12,13,8,Bachelor's
110000,Man,IC,13,10,13,Less than bachelor's
161000,Man,Manager,33,10,15,Bachelor's
95000,Man,IC,14,Younger than 5 years,10,Bachelor's
87500,Man,IC,16,13,15,Bachelor's
270000,Man,IC,10,10,7,Bachelor's
165000,Man,IC,11,12,8,Bachelor's
70000,Man,IC,6,12,4,Bachelor's
40000,Man,IC,12,14,5,Less than bachelor's
132000,Man,IC,23,11,19,Master's
98000,Man,IC,15,12,9,Master's
120000,Man,Manager,31,8,15,Bachelor's
125000,Man,IC,11,17,6,Master's
60000,Man,IC,5,15,3,Bachelor's
65000,Man,IC,11,9,4,Bachelor's
90000,Man,IC,6,23,5,Bachelor's
83000,Man,IC,15,14,7,Bachelor's
81500,Man,IC,11,12,7,Master's
42300,Man,IC,8,13,NA,Bachelor's
85000,Man,Manager,15,12,5,Bachelor's
123000,Man,IC,15,11,10,Master's
197000,Man,IC,22,15,16,Bachelor's
215000,Man,Manager,25,10,12,Less than bachelor's
140000,Man,IC,22,14,NA,Bachelor's
78000,Woman,IC,7,19,4,Bachelor's
98000,Man,IC,35,12,25,Master's
205000,Man,Manager,37,17,35,Less than bachelor's
95000,Man,IC,2,10,2,Bachelor's
130000,Man,IC,6,12,3,Bachelor's
65000,Man,IC,4,14,Less than 1 year,Less than bachelor's
50000,Woman,IC,10,8,6,Bachelor's
413075,Man,IC,9,18,5,Bachelor's
108000,Woman,IC,35,25,32,Less than bachelor's
70000,Man,IC,7,12,6,Bachelor's
106000,Man,IC,21,7,16,Bachelor's
3e+05,Man,IC,30,8,20,Bachelor's
50000,Man,IC,10,13,3,Bachelor's
115000,Man,IC,10,20,4,Bachelor's
35000,Man,IC,9,14,2,Less than bachelor's
92000,Man,IC,11,16,5,Master's
144000,Man,IC,16,13,9,Bachelor's
120000,Man,IC,5,25,4,Master's
225000,Man,IC,10,12,3,Bachelor's
150000,Man,IC,20,15,15,Master's
182000,Man,NA,15,12,9,Less than bachelor's
160000,Man,IC,8,12,2,Bachelor's
135000,Woman,IC,5,13,5,Bachelor's
3e+05,Man,IC,20,10,10,Bachelor's
70000,Man,IC,8,18,6,Master's
85000,Man,IC,22,10,11,Bachelor's
170000,Woman,IC,14,20,11,Master's
102000,Man,IC,11,16,5,Bachelor's
175000,Man,IC,8,12,3,Bachelor's
5e+05,Man,IC,30,8,21,Bachelor's
48000,Woman,IC,4,22,Less than 1 year,Master's
107000,Man,Manager,15,9,12,Master's
61500,Man,IC,30,8,20,PhD
96000,Man,IC,5,13,4,Less than bachelor's
155000,Man,IC,11,14,8,Bachelor's
150000,Woman,IC,18,16,10,PhD
110000,Man,IC,5,26,4,Bachelor's
135000,Man,Manager,20,17,18,Less than bachelor's
110000,Man,IC,15,6,10,Less than bachelor's
54248,Man,IC,14,12,7,Less than bachelor's
121000,Man,IC,22,15,20,Bachelor's
142000,Man,IC,30,11,20,Less than bachelor's
120000,Man,IC,9,14,8,Bachelor's
1e+05,Man,IC,6,12,2,Bachelor's
250000,Man,Manager,8,26,5,Master's
2e+05,Man,IC,5,18,Less than 1 year,Bachelor's
72000,Man,IC,8,20,3,Less than bachelor's
35000,Woman,IC,7,14,5,Bachelor's
155000,Man,Manager,25,16,20,Master's
129000,Woman,IC,7,15,Less than 1 year,Master's
120000,Man,IC,23,7,20,Bachelor's
2e+05,Man,IC,40,18,34,Master's
86000,Man,Manager,3,15,3,Bachelor's
145000,Man,IC,9,14,5,Bachelor's
140000,Man,Manager,9,15,7,Less than bachelor's
120000,Man,Manager,20,9,NA,Less than bachelor's
112500,Man,IC,8,18,4,Master's
140000,Man,IC,26,10,20,Less than bachelor's
57000,Man,IC,9,20,5,Master's
90000,Man,IC,5,16,Less than 1 year,Bachelor's
144000,Woman,IC,5,17,2,Bachelor's
132000,Man,IC,17,12,10,Master's
1e+05,Man,IC,20,15,20,Bachelor's
120000,Man,IC,17,15,14,Bachelor's
70000,Man,IC,6,11,1,Less than bachelor's
80000,Man,IC,13,14,4,Bachelor's
35000,Man,IC,2,24,1,Bachelor's
74000,Man,IC,3,22,2,Master's
55000,Man,IC,6,21,2,Bachelor's
2e+05,Man,IC,20,13,20,Master's
310000,Man,Manager,23,11,22,Bachelor's
110000,Man,IC,12,17,7,Bachelor's
250000,Man,IC,16,13,6,Less than bachelor's
212750,Man,IC,31,10,20,Bachelor's
160000,Man,IC,17,16,9,Bachelor's
125000,Man,IC,27,10,7,Less than bachelor's
130000,Man,IC,16,22,16,Bachelor's
70000,Man,IC,7,16,3,Bachelor's
140000,Man,Manager,27,12,20,Bachelor's
85000,Man,IC,2,34,1,Bachelor's
120000,Man,IC,14,15,7,Bachelor's
320000,Man,IC,9,21,5,Bachelor's
54000,Man,IC,12,13,5,Less than bachelor's
135000,Woman,IC,24,12,23,Bachelor's
450000,Man,IC,15,12,3,Master's
140000,Man,Manager,18,16,15,PhD
40000,Man,IC,12,14,3,Less than bachelor's
71000,Man,IC,8,14,6,Bachelor's
150000,Man,IC,8,12,6,Bachelor's
92000,Woman,IC,6,19,5,Bachelor's
105000,Man,IC,9,29,5,Bachelor's
50000,Man,IC,1,20,1,Bachelor's
150000,Man,IC,22,12,20,Less than bachelor's
66000,Man,IC,5,16,2,Bachelor's
87000,Man,IC,20,31,20,Less than bachelor's
72000,Woman,IC,4,19,2,Bachelor's
150000,Man,IC,40,20,35,PhD
140000,Man,IC,47,14,35,Bachelor's
104000,Man,IC,32,15,29,Bachelor's
45000,Woman,IC,4,20,4,Master's
65000,Man,IC,8,10,3,Bachelor's
80000,Man,IC,23,15,18,Bachelor's
82000,Man,IC,8,16,3,Bachelor's
71000,Man,NA,4,18,1,Bachelor's
55000,Woman,IC,3,10,3,PhD
73000,Man,IC,1,14,Less than 1 year,Bachelor's
40000,Woman,IC,6,27,4,Master's
52500,Man,IC,8,16,4,Bachelor's
66750,Man,IC,9,14,Less than 1 year,Bachelor's
150000,Man,IC,10,15,1,Master's
93000,Man,IC,8,19,5,Master's
86000,Man,IC,34,8,25,Less than bachelor's
