CompTotal,Gender,Manager,YearsCode,Age1stCode,YearsCodePro,Education
212000,Man,Manager,7,21,5,Bachelor's
135000,Man,IC,30,8,19,Master's
58000,Man,IC,3,22,2,Less than bachelor's
1e+05,Man,IC,3,26,3,Less than bachelor's
135000,Man,IC,25,8,25,Less than bachelor's
105000,Woman,IC,20,18,20,Bachelor's
90000,Man,IC,10,12,5,Bachelor's
115000,Man,IC,NA,8,20,PhD
55000,Man,IC,15,10,11,Bachelor's
115000,Man,IC,11,18,10,Less than bachelor's
110000,Man,IC,5,24,2,Master's
91000,Man,IC,16,18,10,Master's
69000,Man,IC,12,9,5,Bachelor's
140000,Woman,IC,9,34,8,Bachelor's
95000,Woman,IC,5,20,5,Less than bachelor's
203000,Woman,IC,12,20,10,Bachelor's
96904,Man,IC,35,8,18,Bachelor's
72000,Man,IC,5,16,3,Less than bachelor's
120000,Man,IC,11,15,8,Bachelor's
120000,Man,IC,30,16,30,Less than bachelor's
90000,Man,IC,11,17,7,Bachelor's
125000,Woman,IC,4,10,3,Bachelor's
117000,Man,IC,3,23,3,Bachelor's
125000,Man,IC,19,8,9,Master's
275000,Man,Manager,25,8,16,Bachelor's
125000,Man,IC,10,17,5,Bachelor's
70000,Man,IC,3,14,3,Bachelor's
130000,Man,IC,20,9,13,Bachelor's
1e+05,Man,IC,3,23,3,Bachelor's
87000,Man,IC,10,18,3,Bachelor's
130000,Man,IC,20,8,14,Master's
52000,Man,IC,4,16,1,Bachelor's
82000,Man,IC,17,13,10,Bachelor's
83000,Man,IC,5,20,2,Master's
160000,Man,IC,28,12,12,Bachelor's
80000,Man,Manager,15,13,4,Less than bachelor's
1e+05,Man,IC,38,19,29,Bachelor's
32500,Man,IC,5,17,3,Bachelor's
160000,Man,IC,8,18,4,Bachelor's
2e+05,Man,IC,34,8,30,Master's
90000,Man,IC,10,15,5,Master's
175000,Man,IC,12,12,10,Bachelor's
140000,Woman,IC,20,13,18,Bachelor's
87000,Woman,IC,6,18,Less than 1 year,Master's
120000,Man,IC,24,13,22,Bachelor's
135000,Man,Manager,20,16,13,Bachelor's
41000,Man,IC,7,17,7,Less than bachelor's
190000,Man,IC,25,14,3,Less than bachelor's
80000,Man,IC,20,14,12,Less than bachelor's
1e+05,Man,IC,12,13,4,Master's
88000,Man,Manager,14,11,9,Less than bachelor's
160000,Man,Manager,15,15,11,Bachelor's
185000,Man,IC,26,8,13,Bachelor's
140000,Man,IC,15,15,10,Bachelor's
65000,Man,IC,15,13,2,Bachelor's
76000,Man,IC,38,12,1,Bachelor's
110000,Man,IC,20,16,5,Bachelor's
85000,Man,IC,14,13,5,Bachelor's
65000,Man,IC,8,21,2,Master's
103000,Man,IC,6,16,6,Bachelor's
120000,Man,IC,8,16,8,Bachelor's
316000,Woman,IC,38,19,35,Master's
45000,Man,IC,8,9,4,Bachelor's
78000,Man,IC,9,12,9,Less than bachelor's
118000,Man,IC,9,13,6,Bachelor's
4e+05,Man,Manager,10,17,3,Less than bachelor's
75000,Man,IC,5,19,Less than 1 year,Bachelor's
54000,Man,Manager,12,13,10,PhD
65000,Man,IC,6,18,3,Bachelor's
67000,Man,IC,10,13,6,Less than bachelor's
162000,Man,IC,4,21,4,Bachelor's
1e+05,Man,IC,8,19,4,Bachelor's
110000,Man,IC,14,15,9,Bachelor's
65000,Man,IC,8,19,2,Bachelor's
110000,Woman,IC,8,28,3,Master's
65000,Man,IC,22,14,11,Bachelor's
36000,Man,IC,18,18,18,Master's
126000,Man,IC,22,16,22,Bachelor's
90000,Man,Manager,18,12,8,Less than bachelor's
180000,Man,IC,20,16,13,Master's
160000,Man,IC,30,30,30,Bachelor's
77000,Man,IC,7,17,2,Master's
130000,Man,IC,10,16,7,Bachelor's
184000,Man,IC,40,8,24,Master's
107000,Man,IC,10,15,5,Bachelor's
80000,Woman,IC,16,14,8,Bachelor's
1e+05,Man,IC,13,13,10,Bachelor's
82000,Man,IC,7,19,3,Bachelor's
77000,Man,IC,6,19,2,Bachelor's
80000,Woman,IC,9,16,4,Bachelor's
129000,Man,Manager,9,12,7,Bachelor's
70000,Man,IC,12,10,2,Bachelor's
184000,Man,IC,12,18,11,Master's
140000,Man,IC,10,22,9,Master's
142000,Woman,IC,4,15,3,Bachelor's
131000,Man,IC,20,9,9,Bachelor's
170000,Man,IC,20,10,10,Bachelor's
55595,Man,IC,3,16,2,Bachelor's
218000,Man,IC,22,11,22,Master's
109000,Man,Manager,30,10,20,Bachelor's
80000,Man,IC,5,18,Less than 1 year,Bachelor's
135000,Man,IC,10,5,7,Less than bachelor's
197000,Man,IC,19,10,9,Bachelor's
7e+05,Woman,IC,3,14,Less than 1 year,Bachelor's
38000,Woman,IC,3,21,1,Bachelor's
122000,Man,NA,21,12,11,Bachelor's
71000,Man,IC,3,28,2,Less than bachelor's
50000,Man,IC,10,13,8,Bachelor's
63000,Man,IC,40,Younger than 5 years,3,Less than bachelor's
120000,Man,IC,18,14,13,Less than bachelor's
121000,Man,IC,8,12,6,Bachelor's
73000,Man,IC,10,21,5,Bachelor's
160000,Man,Manager,20,12,20,Bachelor's
1e+05,Man,IC,6,31,3,Master's
85000,Man,IC,20,9,5,Bachelor's
45000,Man,IC,17,13,7,Bachelor's
3e+05,Man,Manager,3,41,2,Bachelor's
180000,Man,IC,40,16,35,Master's
111000,Man,IC,38,15,36,Less than bachelor's
86100,Man,IC,22,8,4,Less than bachelor's
99000,Woman,IC,22,17,17,Master's
1e+05,Man,IC,12,16,7,Bachelor's
3e+05,Man,IC,19,13,11,Bachelor's
60000,Man,IC,6,8,3,Bachelor's
50000,Man,IC,3,23,2,Master's
90000,Man,IC,6,35,3,Less than bachelor's
74000,Man,IC,8,18,4,Bachelor's
153000,Man,IC,17,18,17,Less than bachelor's
75000,Man,IC,12,16,8,Master's
40150,Woman,IC,7,32,3,Bachelor's
320000,Man,Manager,28,12,24,Professional
54000,Man,IC,3,16,2,Bachelor's
205000,Man,IC,22,8,15,Less than bachelor's
60000,Man,IC,12,10,2,Bachelor's
170000,Man,Manager,29,10,20,Bachelor's
138000,Man,IC,29,14,25,Bachelor's
72800,Man,Manager,5,14,5,Bachelor's
102000,Man,IC,6,12,4,Less than bachelor's
70000,Man,IC,12,15,7,Master's
71000,Man,IC,15,8,Less than 1 year,Bachelor's
69000,Man,IC,7,18,5,Master's
64000,Man,IC,5,18,3,Bachelor's
67000,Woman,Manager,5,17,4,Master's
158000,Man,Manager,38,10,27,Master's
190000,Man,IC,19,16,16,Master's
1e+05,Man,IC,6,16,2,Bachelor's
270000,Man,IC,20,6,12,Bachelor's
120000,Man,Manager,30,8,20,Master's
165000,Man,IC,20,11,15,Bachelor's
104000,Man,IC,20,9,20,Bachelor's
87000,Man,IC,7,20,5,Bachelor's
65000,Man,IC,6,14,2,Bachelor's
75000,Man,IC,14,18,10,Bachelor's
54000,Woman,IC,9,15,2,Bachelor's
85000,Woman,IC,6,9,2,Bachelor's
123600,Man,IC,9,20,7,Bachelor's
1e+05,Man,IC,17,15,4,Bachelor's
110000,Man,IC,39,13,26,Less than bachelor's
140000,Man,IC,34,16,25,Bachelor's
78500,Man,IC,9,17,5,Bachelor's
102000,Man,IC,5,19,4,Less than bachelor's
180000,Man,IC,30,7,15,Master's
125000,Man,Manager,6,14,5,Less than bachelor's
120000,Man,IC,20,6,20,Bachelor's
110000,Man,NA,20,15,6,Master's
187000,Man,IC,37,16,35,Master's
98000,Man,IC,10,7,10,Less than bachelor's
175000,Man,IC,9,18,5,Bachelor's
90000,Man,IC,12,15,7,Bachelor's
44000,Man,Manager,20,10,NA,Bachelor's
80000,Man,IC,14,12,6,Bachelor's
111550,Man,IC,14,16,7,Bachelor's
160000,Man,Manager,17,15,9,Bachelor's
145000,Man,IC,4,17,3,Master's
45000,Man,IC,1,30,Less than 1 year,Less than bachelor's
4e+05,Man,IC,25,12,10,PhD
180000,Man,IC,27,12,20,Bachelor's
158000,Man,Manager,12,9,9,Master's
266000,Man,IC,14,10,12,Bachelor's
58000,Man,IC,10,12,2,Bachelor's
250000,Man,IC,18,12,6,PhD
220000,Man,IC,12,12,3,Bachelor's
232000,Man,IC,14,13,7,Bachelor's
135000,Man,IC,11,12,2,Bachelor's
150000,Man,IC,8,12,5,Master's
1e+05,Man,IC,18,10,18,Master's
145000,Man,IC,22,14,14,Bachelor's
123000,Man,IC,15,18,15,Bachelor's
292000,Man,IC,10,10,5,Bachelor's
120000,Man,IC,11,12,8,Less than bachelor's
230000,Man,IC,10,5,3,Bachelor's
120000,Man,IC,15,16,8,Master's
1e+05,Man,IC,7,19,5,Master's
65000,Man,IC,25,12,25,Master's
62000,Man,IC,16,12,5,Bachelor's
140000,Man,IC,7,18,3,Bachelor's
154000,Woman,IC,9,13,7,Bachelor's
41000,Man,IC,10,12,4,Less than bachelor's
2e+05,Man,IC,20,12,18,Master's
136000,Man,IC,7,18,4,Bachelor's
112925,Man,IC,19,14,10,Less than bachelor's
85000,Man,IC,3,16,1,Bachelor's
137500,Man,IC,15,17,8,Bachelor's
77500,Man,IC,8,16,2,Bachelor's
150000,Man,Manager,35,16,29,Less than bachelor's
157000,Man,Manager,15,15,12,Bachelor's
80000,Man,Manager,26,10,7,Bachelor's
124000,Man,IC,36,12,23,Bachelor's
120000,Man,IC,20,5,13,Master's
68000,Man,IC,8,16,8,Bachelor's
152000,Man,Manager,35,12,20,Professional
117500,Man,IC,16,10,14,Bachelor's
170000,Man,IC,19,13,18,PhD
75000,Man,IC,5,11,4,Less than bachelor's
63000,Man,IC,5,19,2,Bachelor's
125000,Man,IC,12,15,8,Bachelor's
135000,Man,IC,6,21,6,Bachelor's
33000,Man,IC,7,17,1,Bachelor's
168000,Man,IC,15,13,11,Bachelor's
120000,Man,IC,13,13,3,Less than bachelor's
92000,Man,IC,20,12,10,Bachelor's
110000,Man,Manager,10,7,6,Bachelor's
66250,Man,IC,8,24,7,Master's
80000,Woman,IC,1,26,Less than 1 year,Bachelor's
140000,Man,Manager,35,25,29,Master's
120000,Man,Manager,17,11,6,Less than bachelor's
1e+05,Woman,IC,7,18,4,Bachelor's
50000,Man,IC,10,7,2,Less than bachelor's
250000,Man,IC,18,10,15,Less than bachelor's
196000,Man,IC,11,14,8,Bachelor's
1e+05,Man,IC,12,10,6,Less than bachelor's
125000,Man,IC,9,20,4,Bachelor's
240000,Man,Manager,22,13,16,Master's
125000,Woman,IC,7,19,5,Bachelor's
112800,Man,IC,9,22,9,Bachelor's
95000,Man,IC,10,18,5,Bachelor's
3e+05,Man,IC,19,16,10,Master's
42000,Man,IC,6,26,5,Less than bachelor's
170000,Man,Manager,16,12,12,Bachelor's
120000,Man,IC,15,13,6,Bachelor's
92000,Man,IC,11,12,5,Bachelor's
173000,Man,IC,40,12,35,Master's
73000,Man,IC,7,18,4,Bachelor's
65000,Man,IC,1,29,1,Less than bachelor's
315000,Man,IC,19,16,12,Master's
125000,Man,IC,20,12,15,Bachelor's
125000,Man,IC,5,16,10,Less than bachelor's
118200,Man,Manager,18,12,9,Master's
130000,Man,IC,20,18,6,PhD
52000,Man,IC,6,20,1,Bachelor's
162000,Man,IC,19,9,14,Bachelor's
50000,Man,IC,2,27,Less than 1 year,Less than bachelor's
173400,Man,Manager,15,15,10,Bachelor's
125000,Man,IC,12,12,9,Less than bachelor's
87000,Woman,IC,7,18,3,Bachelor's
61000,Man,IC,23,8,17,Bachelor's
105000,Man,IC,7,16,2,Bachelor's
58000,Man,IC,5,24,3,Less than bachelor's
84000,Man,IC,8,13,5,Master's
120000,Man,IC,42,17,40,Bachelor's
450000,Man,Manager,25,12,14,Master's
85000,Man,IC,6,NA,NA,Master's
83336,Man,IC,10,13,3,Bachelor's
115000,Woman,IC,20,20,16,Master's
65000,Man,IC,11,16,5,Bachelor's
113300,Man,IC,14,12,12,Bachelor's
125000,Man,IC,10,21,5,Bachelor's
165000,Man,IC,5,17,3,Bachelor's
1e+05,Man,IC,15,10,10,Bachelor's
84000,Woman,IC,1,18,Less than 1 year,Master's
90000,Man,IC,6,26,4,Master's
150000,Man,IC,10,18,7,Bachelor's
110000,Man,IC,9,15,3,Master's
65000,Man,IC,5,23,Less than 1 year,Bachelor's
48000,Man,IC,8,12,Less than 1 year,Bachelor's
95000,Man,IC,3,24,2,Bachelor's
104000,Man,IC,43,Younger than 5 years,19,Bachelor's
1e+05,Man,IC,7,20,5,Master's
90000,Man,IC,13,12,6,Bachelor's
135000,Man,IC,26,5,10,PhD
60000,Man,IC,3,13,3,Bachelor's
50000,Man,IC,6,17,1,Bachelor's
126000,Man,IC,32,13,22,Bachelor's
82000,Man,IC,6,26,4,Bachelor's
148400,Woman,IC,20,14,12,Bachelor's
90000,Man,IC,7,16,3,Bachelor's
188000,Man,IC,10,12,6,Master's
125000,Man,IC,19,16,16,Bachelor's
78000,Man,IC,10,16,5,Less than bachelor's
150000,Man,Manager,12,20,NA,Bachelor's
80000,Man,IC,8,18,5,Bachelor's
140000,Man,Manager,20,13,8,Master's
120000,Man,Manager,11,12,7,Bachelor's
1e+05,Man,IC,9,14,9,Bachelor's
132000,Man,IC,20,14,14,Less than bachelor's
81000,Man,IC,20,12,2,Master's
138000,Man,IC,41,19,30,PhD
39000,Man,IC,10,17,2,Less than bachelor's
40000,Man,IC,19,11,9,Master's
170000,Man,IC,30,16,30,Less than bachelor's
90000,Man,IC,8,17,6,Bachelor's
85000,Man,IC,18,12,10,Bachelor's
51000,Man,IC,16,13,11,Less than bachelor's
32000,Man,IC,22,8,8,Master's
172300,Man,IC,10,12,1,PhD
60000,Man,IC,4,24,3,Less than bachelor's
40000,Man,IC,8,16,8,Bachelor's
130000,Man,IC,5,21,4,Master's
130000,Woman,IC,NA,NA,NA,Less than bachelor's
185000,Man,IC,18,10,15,Master's
112000,Man,IC,6,20,5,Bachelor's
208900,Man,Manager,26,16,21,Bachelor's
205000,Man,IC,20,12,10,Bachelor's
65000,Woman,IC,12,12,6,Bachelor's
80000,Man,IC,9,18,5,Bachelor's
135000,Man,IC,8,17,3,Bachelor's
110000,Man,IC,10,16,4,Master's
75000,Woman,IC,3,28,2,Less than bachelor's
50000,Man,IC,6,12,6,Less than bachelor's
81800,Man,IC,9,13,4,Bachelor's
145000,Man,IC,14,19,8,Less than bachelor's
102500,Man,IC,6,20,5,Master's
80000,Woman,IC,2,19,Less than 1 year,Bachelor's
70000,Man,IC,6,16,1,Bachelor's
90000,Man,IC,14,13,3,Bachelor's
350000,Man,Manager,5,14,5,Master's
150000,Man,IC,16,22,10,Bachelor's
55000,Man,IC,8,14,Less than 1 year,Bachelor's
135000,Man,IC,40,14,30,Master's
183000,Man,IC,6,18,2,Master's
1e+05,Man,IC,3,30,2,Bachelor's
240000,Man,IC,12,13,10,Bachelor's
80000,Man,IC,5,20,1,Bachelor's
75000,Man,IC,7,13,5,Bachelor's
72000,Man,IC,11,15,7,Bachelor's
106000,Woman,IC,9,14,5,Master's
430000,Man,IC,15,15,6,Bachelor's
133781,Man,IC,33,19,32,Master's
95000,Man,IC,15,12,3,Bachelor's
110000,Man,IC,2,25,Less than 1 year,Less than bachelor's
86000,Man,IC,30,10,27,Less than bachelor's
70000,Man,IC,25,12,18,Bachelor's
180000,Man,IC,10,14,4,Bachelor's
105000,Man,IC,37,10,15,Less than bachelor's
1e+05,Man,IC,5,21,3,Master's
130000,Man,IC,22,14,11,Master's
89000,Man,IC,8,13,6,Bachelor's
151000,Man,IC,15,12,11,Bachelor's
140000,Woman,IC,35,19,34,Master's
50000,Woman,IC,1,23,Less than 1 year,Bachelor's
250000,Man,IC,15,14,14,Master's
180000,Man,IC,10,14,6,Bachelor's
115000,Man,IC,7,26,3,Bachelor's
75000,Man,IC,6,17,5,Bachelor's
1e+05,Woman,IC,3,23,1,Master's
70000,Man,IC,17,12,14,Bachelor's
110000,Man,IC,6,19,4,Bachelor's
180000,Man,IC,12,14,6,Bachelor's
120000,Man,IC,35,8,16,PhD
135000,Man,IC,18,14,10,Bachelor's
137500,Man,IC,8,12,2,Master's
2e+05,Man,Manager,8,16,3,Bachelor's
49000,Man,IC,5,12,1,NA
110000,Man,IC,7,15,2,Bachelor's
160000,Man,IC,3,32,3,Bachelor's
125000,Woman,Manager,12,12,5,Bachelor's
150000,Man,IC,14,14,10,Bachelor's
1e+05,Man,IC,7,19,2,Master's
34000,Man,IC,25,10,21,NA
269000,Man,IC,15,10,5,Bachelor's
130000,Man,IC,8,19,4,Bachelor's
150000,Man,IC,13,11,5,Less than bachelor's
1e+05,Man,IC,10,14,4,Bachelor's
120000,Man,IC,9,21,5,Bachelor's
118000,Woman,Manager,2,16,1,Bachelor's
75000,Man,IC,12,10,3,Bachelor's
250000,Man,Manager,22,12,10,Master's
154000,Man,IC,17,6,12,Professional
140000,Man,IC,16,22,15,Bachelor's
84000,Man,IC,4,14,5,Bachelor's
78000,Man,IC,17,13,5,Bachelor's
150000,Man,Manager,17,12,13,Bachelor's
60000,Man,IC,12,12,12,PhD
90000,Man,IC,40,19,40,Less than bachelor's
90000,Man,Manager,14,15,9,Bachelor's
104000,Man,IC,7,21,7,Bachelor's
85000,Man,IC,17,14,16,Bachelor's
73000,Man,IC,6,14,3,Bachelor's
140000,Man,IC,23,18,23,Bachelor's
110000,Man,IC,30,12,20,Less than bachelor's
138000,Woman,IC,5,18,2,Bachelor's
114000,Man,IC,18,15,14,Bachelor's
70000,Man,IC,12,12,3,Master's
72500,Man,IC,10,16,6,Bachelor's
170000,Man,IC,10,13,7,Bachelor's
80000,Man,IC,3,15,Less than 1 year,NA
42000,Woman,IC,8,13,1,Master's
95000,Man,Manager,9,8,5,Master's
85000,Man,IC,20,12,15,Less than bachelor's
98500,Man,IC,9,16,3,Master's
65000,Man,IC,5,18,1,Bachelor's
120000,Man,IC,12,14,4,Bachelor's
41800,Man,IC,3,19,Less than 1 year,Bachelor's
125000,Man,IC,4,10,2,Bachelor's
130000,Man,IC,4,27,3,Bachelor's
2e+05,Man,IC,13,14,9,Bachelor's
139120,Man,IC,13,13,11,Bachelor's
63700,Man,IC,8,14,4,Bachelor's
159000,Man,Manager,25,10,13,Bachelor's
110000,Man,IC,40,9,35,Bachelor's
150000,Man,IC,4,17,2,Master's
90000,Man,IC,9,18,5,Bachelor's
170000,Man,IC,43,19,43,Less than bachelor's
72000,Man,IC,11,12,6,Bachelor's
73000,Man,IC,5,14,2,Bachelor's
120000,Man,IC,15,12,7,Bachelor's
325000,Man,Manager,17,12,8,Master's
76000,Man,IC,4,21,1,Bachelor's
140000,Man,IC,7,14,2,Bachelor's
77500,Man,IC,5,15,3,Bachelor's
78250,Man,Manager,16,13,12,Less than bachelor's
81000,Woman,IC,7,12,1,Bachelor's
96000,Man,IC,22,10,16,Less than bachelor's
1e+05,Man,Manager,9,18,5,Bachelor's
133400,Man,IC,43,20,41,Bachelor's
115000,Man,IC,18,12,10,Less than bachelor's
83000,Man,IC,24,15,22,Less than bachelor's
130000,Woman,IC,11,20,10,Bachelor's
51000,Woman,IC,21,35,21,Bachelor's
2e+05,Man,IC,22,10,12,PhD
2e+05,Man,Manager,38,8,23,PhD
170000,Man,IC,23,16,19,Bachelor's
43000,Man,IC,8,14,5,Less than bachelor's
70000,Man,IC,10,10,2,Bachelor's
80000,Man,IC,6,17,4,Bachelor's
115400,Man,IC,36,13,26,Bachelor's
83000,Man,IC,13,13,10,Bachelor's
50000,Man,Manager,20,17,16,Less than bachelor's
125000,Man,IC,25,20,25,Less than bachelor's
61000,Man,IC,6,12,2,Bachelor's
77000,Man,IC,3,30,3,Less than bachelor's
110000,Man,IC,20,15,12,Less than bachelor's
110000,Woman,IC,12,14,9,Bachelor's
96000,Man,Manager,20,17,20,Less than bachelor's
180000,Man,IC,10,18,3,PhD
175000,Man,Manager,22,15,18,Bachelor's
129000,Man,IC,31,10,19,Bachelor's
130000,Man,IC,6,18,4,Bachelor's
1e+05,Man,IC,15,16,2,Master's
160000,Man,Manager,16,10,14,Less than bachelor's
70000,Woman,IC,3,14,1,Less than bachelor's
52000,Man,IC,7,17,3,Bachelor's
160000,Woman,IC,1,24,Less than 1 year,Bachelor's
110000,Man,IC,14,19,8,Master's
140000,Man,Manager,19,14,10,Master's
125000,Man,IC,10,11,6,Less than bachelor's
130000,Man,IC,13,18,10,Bachelor's
155000,Man,IC,18,23,18,Bachelor's
110000,Man,Manager,23,6,7,Bachelor's
160000,Man,Manager,30,10,20,Master's
95000,Man,IC,9,24,7,Bachelor's
99000,Man,IC,11,5,7,Bachelor's
107000,Man,IC,30,17,30,Bachelor's
102000,Man,Manager,20,14,14,Bachelor's
125000,Man,Manager,22,18,21,Less than bachelor's
79456,Man,IC,19,12,8,Less than bachelor's
130000,Man,IC,9,12,8,Bachelor's
155000,Man,Manager,33,16,30,Bachelor's
75000,Man,IC,38,17,20,Less than bachelor's
103000,Woman,IC,22,35,21,Bachelor's
1e+05,Man,IC,9,18,5,Bachelor's
70000,Man,IC,4,16,2,Bachelor's
70000,Woman,IC,15,15,5,Bachelor's
36800,Man,IC,22,19,21,Bachelor's
135000,Man,IC,18,12,8,Bachelor's
109000,Man,IC,41,11,29,Bachelor's
130000,Man,IC,12,16,5,Bachelor's
60000,Woman,IC,9,31,9,PhD
75000,Man,IC,6,16,3,Bachelor's
190000,Man,IC,18,18,14,Bachelor's
85000,Man,IC,8,13,3,Bachelor's
170000,Man,Manager,19,12,11,Less than bachelor's
110650,Man,IC,5,28,4,Less than bachelor's
115000,Man,IC,15,13,5,Bachelor's
146000,Man,IC,28,10,4,Less than bachelor's
152000,Man,Manager,21,12,22,Bachelor's
37500,Man,IC,2,28,1,Less than bachelor's
85000,Man,IC,7,18,6,Bachelor's
84000,Man,IC,2,27,2,Bachelor's
90000,Woman,IC,2,25,1,Bachelor's
125000,Man,Manager,24,14,15,Bachelor's
110000,Man,IC,20,10,11,Bachelor's
48000,Man,IC,5,17,1,Bachelor's
103000,Man,IC,11,12,8,Less than bachelor's
1e+05,Man,IC,18,16,12,Bachelor's
125000,Man,IC,8,14,Less than 1 year,Bachelor's
58000,Man,IC,5,12,2,Bachelor's
90000,Woman,IC,4,21,1,Master's
48000,Man,IC,4,14,3,Bachelor's
180000,Man,IC,27,18,23,Master's
195000,Man,IC,10,10,8,Master's
95000,Man,IC,14,16,14,Less than bachelor's
175000,Man,IC,30,7,15,Master's
124000,Man,IC,25,14,22,Bachelor's
70000,Man,IC,8,15,3,Bachelor's
44000,Man,IC,30,8,6,Less than bachelor's
80000,Man,IC,8,12,2,Bachelor's
108000,Woman,IC,4,19,2,Less than bachelor's
140000,Man,IC,6,15,2,Bachelor's
176868,Man,IC,35,Younger than 5 years,11,Less than bachelor's
90228,Man,IC,10,18,5,Master's
175000,Man,IC,11,18,5,Less than bachelor's
135000,Man,Manager,30,10,20,Bachelor's
490000,Man,Manager,25,12,22,Master's
110000,Man,IC,12,15,6,Bachelor's
93000,Man,IC,11,20,8,Bachelor's
97500,Man,Manager,13,27,11,Bachelor's
70000,Woman,IC,7,8,2,Bachelor's
118000,Man,IC,25,13,10,Master's
110000,Man,IC,8,15,8,Bachelor's
89000,Man,IC,10,18,3,Bachelor's
160000,Man,IC,13,10,4,PhD
70000,Man,IC,5,13,3,Less than bachelor's
130000,Man,IC,20,23,20,Professional
170000,Man,IC,30,12,25,Master's
105000,Man,IC,22,10,19,Master's
53500,Man,NA,22,12,4,Master's
95000,Man,IC,14,12,3,Bachelor's
105000,Woman,IC,10,14,4,Bachelor's
97760,Man,IC,8,19,3,Less than bachelor's
117000,Man,IC,26,9,6,Bachelor's
90000,Man,IC,2,19,1,Bachelor's
70000,Man,IC,20,9,18,Master's
73000,Man,IC,7,21,7,Master's
65000,Man,IC,15,12,5,Bachelor's
58000,Man,IC,10,15,3,Bachelor's
64000,Man,IC,10,12,4,Bachelor's
2e+05,Man,Manager,10,12,7,Master's
52000,Man,IC,6,21,Less than 1 year,Bachelor's
40000,Man,IC,6,13,Less than 1 year,Less than bachelor's
1e+05,Man,IC,20,15,13,Bachelor's
123500,Man,Manager,12,15,9,Less than bachelor's
34000,Man,IC,7,10,3,Bachelor's
48000,Man,IC,3,11,2,Professional
75000,Man,NA,7,18,2,Bachelor's
250000,Man,IC,10,17,9,Bachelor's
88000,Man,IC,12,16,4,Bachelor's
189000,Man,IC,8,9,5,Bachelor's
92000,Woman,IC,9,26,3,Bachelor's
170000,Man,IC,12,14,7,Bachelor's
83000,Man,IC,8,12,3,Bachelor's
143000,Man,IC,27,10,21,Less than bachelor's
210000,Man,Manager,19,Younger than 5 years,20,Bachelor's
145000,Woman,IC,4,18,Less than 1 year,Less than bachelor's
115000,Woman,IC,6,18,2,Bachelor's
135000,Woman,IC,7,19,5,Bachelor's
92000,Man,IC,8,10,6,Less than bachelor's
78000,Man,IC,5,18,2,Bachelor's
165000,Man,IC,14,17,12,Bachelor's
95000,Man,IC,20,19,17,Less than bachelor's
180000,Man,Manager,20,16,19,Bachelor's
142000,Man,Manager,13,21,7,Master's
145000,Man,IC,37,12,24,Bachelor's
180000,Man,IC,20,12,12,Less than bachelor's
60000,Man,IC,3,15,Less than 1 year,Less than bachelor's
140000,Man,IC,13,10,9,PhD
110000,Man,IC,2,21,1,Bachelor's
93000,Man,IC,10,17,4,Bachelor's
63500,Woman,IC,3,19,Less than 1 year,Bachelor's
160000,Man,IC,6,25,4,Bachelor's
90000,Man,IC,13,18,10,Bachelor's
60000,Man,IC,4,20,2,Less than bachelor's
220139,Woman,IC,7,22,5,Bachelor's
126126,Woman,IC,6,11,5,Less than bachelor's
115000,Woman,IC,22,15,4,Master's
105000,Man,IC,15,7,11,Bachelor's
90000,Man,IC,16,13,12,Bachelor's
140000,Man,IC,7,24,5,NA
140000,Man,IC,4,20,1,Bachelor's
150000,Man,IC,19,21,19,Master's
265000,Man,IC,10,9,10,Less than bachelor's
336000,Man,Manager,17,15,14,PhD
98000,Man,IC,8,19,5,Master's
275000,Man,IC,10,15,9,Bachelor's
115000,Man,IC,19,10,10,Master's
120000,Man,IC,30,14,26,Bachelor's
190000,Woman,IC,5,20,2,Bachelor's
79000,Man,IC,6,7,4,Master's
52000,Man,IC,6,20,2,Master's
210000,Man,Manager,13,10,10,Less than bachelor's
130000,Man,IC,14,16,12,Bachelor's
160000,Man,IC,18,17,13,Bachelor's
87000,Man,IC,7,21,4,Master's
270000,Man,IC,35,7,21,Less than bachelor's
80000,Man,NA,7,12,2,Bachelor's
175000,Man,Manager,20,16,18,Bachelor's
1e+05,Man,IC,20,21,16,Bachelor's
101500,Woman,IC,6,18,2,Bachelor's
107000,Man,IC,10,15,4,Bachelor's
105500,Man,IC,15,13,7,Master's
111000,Man,IC,20,16,7,Bachelor's
125000,Man,IC,13,19,8,Master's
140000,Man,Manager,37,17,35,Bachelor's
176000,Man,IC,13,11,8,Bachelor's
140000,Man,IC,32,12,30,Less than bachelor's
90000,Man,IC,18,9,15,PhD
135000,Man,IC,20,14,12,Bachelor's
96000,Man,IC,13,17,9,Bachelor's
151000,Man,IC,32,13,12,Less than bachelor's
66000,Man,IC,15,14,6,Less than bachelor's
72000,Man,Manager,21,10,13,Bachelor's
50000,Woman,IC,20,19,2,Master's
86000,Man,IC,13,13,10,Less than bachelor's
60000,Man,IC,3,29,3,Bachelor's
140000,Man,NA,14,18,11,Master's
58300,Woman,IC,1,27,Less than 1 year,Less than bachelor's
112500,Man,IC,16,7,12,Master's
165000,Man,IC,7,10,3,Bachelor's
110000,Man,Manager,10,14,5,Master's
90000,Woman,IC,3,14,Less than 1 year,Master's
82000,Man,IC,8,21,6,Bachelor's
103000,Man,IC,7,7,2,Master's
79000,Man,IC,10,10,7,Bachelor's
118000,Woman,IC,6,6,5,Master's
90000,Man,IC,12,14,7,Bachelor's
