CompTotal,Gender,Manager,YearsCode,Age1stCode,YearsCodePro,Education
1e+05,Man,IC,12,10,Less than 1 year,Less than bachelor's
90000,Man,IC,10,12,3,Bachelor's
86500,Man,IC,5,11,5,Bachelor's
164137,Man,IC,17,12,7,Bachelor's
120000,Man,IC,35,12,20,Master's
110000,Man,IC,6,14,4,Bachelor's
135000,Man,IC,10,11,5,Bachelor's
105000,Man,IC,21,16,13,Bachelor's
107500,Man,IC,7,19,3,Bachelor's
95000,Man,IC,17,8,12,Less than bachelor's
107000,Man,IC,5,24,5,Bachelor's
120000,Man,IC,20,8,20,Master's
78000,Man,Manager,8,15,5,Bachelor's
133000,Man,IC,13,11,3,PhD
140000,Man,IC,9,20,7,Master's
130000,Woman,IC,NA,NA,NA,Less than bachelor's
2e+05,Man,IC,17,16,5,PhD
220000,Man,IC,9,17,4,Bachelor's
54080,Man,IC,5,27,5,Master's
102375,Man,IC,14,16,8,Bachelor's
75000,Man,IC,8,21,5,Master's
115000,Man,IC,35,15,23,Bachelor's
160000,Man,IC,20,14,10,Master's
155000,Man,Manager,20,8,15,Bachelor's
110000,Man,IC,10,16,8,Bachelor's
135000,Woman,IC,6,18,6,Bachelor's
115000,Man,IC,8,10,4,Bachelor's
95000,Man,IC,12,15,8,Bachelor's
120000,Man,Manager,13,11,8,Bachelor's
65000,Woman,IC,5,25,3,Bachelor's
90000,Man,IC,7,20,5,Bachelor's
135000,Man,IC,15,16,12,Bachelor's
85000,Man,IC,14,15,6,Less than bachelor's
63000,Man,IC,10,6,5,Bachelor's
60000,Man,IC,10,13,5,Master's
83000,Woman,IC,10,20,9,Bachelor's
350000,Man,Manager,5,14,5,Master's
84800,Woman,IC,5,21,4,Bachelor's
85000,Woman,IC,10,19,5,Bachelor's
110000,Man,IC,5,18,3,Less than bachelor's
230000,Man,Manager,21,12,8,Master's
88000,Man,Manager,5,13,5,Bachelor's
170000,Man,IC,15,16,11,Bachelor's
84000,Man,IC,5,24,3,Bachelor's
55000,Man,IC,5,18,1,Bachelor's
96000,Man,IC,4,25,3,Bachelor's
160000,Man,Manager,18,8,12,Less than bachelor's
70000,Man,IC,6,17,4,Bachelor's
78000,Man,IC,8,16,4,Bachelor's
107000,Man,IC,26,13,12,Bachelor's
75000,Man,IC,6,17,2,Bachelor's
120522,Man,IC,9,21,5,Master's
110000,Man,IC,20,15,12,Bachelor's
114000,Man,IC,4,29,3,Bachelor's
48000,Man,IC,1,29,Less than 1 year,Master's
85000,Man,IC,7,18,3,Bachelor's
97000,Man,IC,10,17,10,Bachelor's
115000,Man,IC,6,28,6,Master's
125000,Man,IC,20,9,10,Master's
75000,Man,Manager,4,22,4,Less than bachelor's
120000,Man,IC,20,16,11,Bachelor's
93000,Man,IC,18,13,11,Bachelor's
46000,Man,IC,5,18,4,Bachelor's
135000,Man,IC,28,5,10,PhD
55000,Man,IC,6,13,2,Bachelor's
90000,Man,IC,8,10,6,Bachelor's
40000,Man,IC,5,19,3,Less than bachelor's
62000,Woman,IC,4,24,2,Bachelor's
80000,Man,IC,9,16,3,Bachelor's
110000,Man,IC,22,8,18,Bachelor's
135000,Woman,IC,5,13,5,Bachelor's
80000,Man,IC,12,6,10,Bachelor's
85000,Man,IC,5,20,3,Bachelor's
120000,Man,Manager,5,11,4,Bachelor's
93000,Man,IC,9,25,9,Less than bachelor's
135000,Woman,IC,17,12,7,Less than bachelor's
72000,Woman,IC,4,18,Less than 1 year,Bachelor's
115000,Man,IC,30,15,30,PhD
90000,Man,IC,8,17,3,Bachelor's
102000,Man,IC,15,14,9,Master's
75075,Man,IC,4,20,2,Bachelor's
81000,Man,IC,10,18,8,Bachelor's
140000,Woman,IC,12,42,12,Bachelor's
1e+05,Man,IC,20,15,10,Less than bachelor's
85000,Man,IC,3,24,1,Bachelor's
180000,Man,IC,12,14,7,Master's
205000,Man,Manager,12,7,10,Bachelor's
110000,Man,IC,41,16,39,Bachelor's
92000,Man,IC,6,14,2,Bachelor's
78000,Woman,IC,5,22,3,Bachelor's
2e+05,Man,IC,20,9,8,Bachelor's
210000,Man,IC,24,18,20,Bachelor's
220000,Man,IC,19,11,11,Bachelor's
85000,Man,IC,9,17,8,Bachelor's
75000,Man,IC,3,23,1,Bachelor's
56000,Man,IC,5,23,4,Bachelor's
4e+05,Man,IC,10,9,5,Bachelor's
2e+05,Man,IC,44,12,36,Bachelor's
95000,Man,IC,4,11,3,Bachelor's
84000,Man,IC,40,15,22,Master's
140000,Man,IC,3,10,2,Master's
65000,Woman,IC,6,20,2,Bachelor's
150000,Man,IC,10,19,7,Bachelor's
65000,Woman,IC,31,7,21,Less than bachelor's
240000,Man,IC,26,14,23,Less than bachelor's
215000,Man,IC,20,13,11,Less than bachelor's
80000,Woman,IC,9,20,7,Bachelor's
90000,Man,IC,8,34,6,Bachelor's
360000,Man,IC,24,15,22,Master's
120000,Man,IC,17,12,13,Bachelor's
75000,Man,IC,4,15,1,Bachelor's
55000,Man,IC,14,11,4,Less than bachelor's
55000,Man,IC,7,25,2,Master's
85000,Man,IC,16,9,4,Bachelor's
330000,Man,IC,9,18,6,Master's
150000,Man,IC,7,15,7,Less than bachelor's
84000,Man,IC,9,17,4,Less than bachelor's
84000,Man,Manager,7,17,6,Bachelor's
80000,Man,IC,5,12,3,Bachelor's
165000,Man,IC,15,12,5,Master's
99000,Woman,IC,22,17,17,Master's
113000,Man,IC,16,27,5,Master's
1e+05,Man,IC,20,13,8,Bachelor's
120000,Man,IC,15,23,13,Master's
110000,Man,Manager,15,15,10,Master's
212000,Man,Manager,7,21,5,Bachelor's
210000,Man,IC,25,9,14,Bachelor's
1e+05,Man,IC,20,13,13,Less than bachelor's
150000,Man,IC,15,19,11,Master's
80000,Man,IC,10,13,8,Bachelor's
145000,Man,IC,12,12,7,Bachelor's
80000,Man,IC,13,16,9,Bachelor's
143000,Man,IC,8,7,2,Bachelor's
130000,Woman,IC,24,8,15,Less than bachelor's
120000,Man,Manager,14,19,10,Bachelor's
260000,Man,IC,25,6,15,Bachelor's
35000,Man,IC,25,14,20,Less than bachelor's
110000,Man,IC,16,13,8,PhD
1e+05,Man,Manager,9,18,5,Bachelor's
175000,Man,IC,8,12,3,Bachelor's
130000,Man,Manager,20,12,15,Master's
72000,Man,Manager,21,10,13,Bachelor's
190000,Man,IC,20,15,15,Bachelor's
80000,Man,IC,10,10,1,Bachelor's
69000,Man,IC,5,13,2,Bachelor's
45000,Man,IC,5,24,Less than 1 year,Less than bachelor's
95000,Man,IC,15,Younger than 5 years,5,Bachelor's
1e+05,Man,IC,10,12,7,Bachelor's
110000,Man,IC,6,15,2,Bachelor's
172000,Man,IC,30,10,25,Less than bachelor's
170000,Man,IC,19,5,10,Master's
80000,Man,IC,5,22,4,Bachelor's
119000,Man,IC,22,7,20,Bachelor's
80000,Man,IC,20,14,13,Less than bachelor's
160000,Man,IC,18,6,14,Master's
125000,Man,IC,5,20,2,Bachelor's
70000,Man,IC,4,14,1,Bachelor's
174000,Man,IC,26,11,14,PhD
176000,Man,IC,13,11,8,Bachelor's
55000,Man,IC,10,14,8,Less than bachelor's
170000,Man,IC,11,16,4,Bachelor's
106000,Man,IC,16,15,8,Bachelor's
207500,Man,IC,19,15,15,Master's
105000,Man,IC,20,24,19,Less than bachelor's
180000,Man,IC,33,5,20,Bachelor's
150000,Man,IC,8,12,4,Master's
81000,Man,IC,6,23,4,Master's
130000,Man,IC,20,15,16,Bachelor's
210000,Man,IC,9,16,5,Bachelor's
88000,Man,IC,8,15,4,Bachelor's
180000,Woman,Manager,10,17,9,Bachelor's
80000,Man,IC,12,20,10,Bachelor's
95000,Man,IC,25,13,8,Master's
70000,Man,IC,6,18,2,Bachelor's
120000,Man,IC,8,13,Less than 1 year,Bachelor's
76000,Man,IC,10,12,3,Bachelor's
50000,Man,IC,6,12,6,Less than bachelor's
126000,Man,IC,20,23,15,Master's
130000,Man,IC,6,18,3,Master's
160000,Man,Manager,5,20,3,Bachelor's
220000,Man,IC,14,17,8,Bachelor's
205000,Man,IC,15,8,8,Bachelor's
90000,Man,IC,5,14,2,Bachelor's
150000,Man,IC,13,14,9,Bachelor's
46000,Man,IC,11,13,6,Bachelor's
180000,Man,IC,8,18,3,Master's
101000,Woman,IC,7,20,5,Bachelor's
3e+05,Man,IC,20,13,16,Bachelor's
127500,Man,IC,38,19,38,Bachelor's
90600,Man,IC,19,16,17,Less than bachelor's
70000,Man,IC,15,21,11,Master's
178000,Man,IC,7,15,4,Bachelor's
126729,Man,IC,23,9,21,NA
41000,Man,IC,10,12,4,Less than bachelor's
150000,Man,IC,15,20,10,Bachelor's
155000,Man,Manager,19,15,15,Bachelor's
66000,Woman,IC,3,28,1,Bachelor's
71000,Man,IC,16,12,9,Less than bachelor's
75000,Man,IC,10,16,2,Less than bachelor's
80000,Man,IC,9,14,Less than 1 year,Bachelor's
150000,Woman,IC,3,12,3,Bachelor's
115000,Man,IC,8,10,3,Bachelor's
130000,Man,IC,30,10,25,Master's
70200,Man,IC,19,15,10,Bachelor's
1e+05,Man,Manager,10,14,10,Less than bachelor's
98000,Man,IC,8,19,5,Master's
70000,Man,IC,8,14,6,Bachelor's
80000,Woman,Manager,4,20,2,Master's
94000,Man,IC,8,14,2,Bachelor's
130000,Woman,IC,9,23,9,Master's
115000,Man,IC,8,14,4,Bachelor's
78624,Man,IC,8,18,6,Bachelor's
101000,Man,IC,6,15,3,Bachelor's
60000,Man,IC,9,20,7,Bachelor's
105000,Man,IC,7,15,2,Master's
136000,Man,IC,11,20,3,PhD
72000,Man,IC,7,33,7,Less than bachelor's
77000,Man,IC,21,14,6,Bachelor's
110000,Man,IC,5,24,2,Master's
76000,Man,IC,5,16,3,Bachelor's
125000,Man,IC,2,24,Less than 1 year,Bachelor's
162000,Man,IC,40,10,26,Master's
104000,Man,Manager,31,17,31,Less than bachelor's
19000,Man,Manager,19,16,16,Bachelor's
135000,Man,IC,19,18,15,Bachelor's
140000,Man,Manager,22,8,10,Less than bachelor's
53000,Man,IC,14,9,3,Bachelor's
136000,Man,IC,7,18,4,Bachelor's
122000,Man,IC,8,18,4,Bachelor's
350000,Woman,Manager,22,13,20,Less than bachelor's
77000,Man,IC,7,17,2,Master's
115000,Man,IC,11,16,11,Bachelor's
41000,Man,IC,14,25,10,Less than bachelor's
110000,Man,IC,20,11,5,PhD
127000,Man,IC,5,18,5,Bachelor's
175000,Man,IC,13,16,13,Bachelor's
120000,Man,IC,20,10,18,Bachelor's
184000,Man,IC,25,10,22,Bachelor's
4e+05,Man,IC,15,13,5,Bachelor's
2e+05,Man,IC,13,14,9,Bachelor's
260000,Man,IC,14,15,12,Less than bachelor's
72000,Man,IC,10,14,5,Master's
92230,Man,IC,12,12,9,Less than bachelor's
110000,Man,IC,21,22,20,Less than bachelor's
115000,Man,IC,8,11,4,Less than bachelor's
76000,Man,IC,8,22,5,Bachelor's
85000,Woman,IC,4,13,3,Bachelor's
155000,Man,IC,18,23,18,Bachelor's
125850,Man,IC,12,15,7,Bachelor's
48000,Man,IC,4,14,3,Bachelor's
101250,Man,IC,6,16,2,Bachelor's
142000,Man,IC,10,18,6,Bachelor's
34000,Woman,IC,5,18,5,Bachelor's
150000,Man,IC,21,16,19,Bachelor's
90000,Man,IC,19,11,8,Bachelor's
95000,Man,IC,5,12,5,Less than bachelor's
138000,Man,Manager,27,5,15,Bachelor's
80000,Man,IC,16,11,12,Bachelor's
76000,Woman,IC,20,8,15,Bachelor's
75000,Man,IC,17,12,10,Bachelor's
60000,Man,IC,5,17,2,Bachelor's
96000,Man,IC,14,15,10,Master's
250000,Man,IC,15,17,10,Bachelor's
180000,Woman,IC,6,18,5,Master's
85000,Man,IC,4,16,2,Bachelor's
92872,Man,IC,5,21,Less than 1 year,Bachelor's
86500,Man,IC,19,18,19,Bachelor's
147000,Woman,IC,9,10,5,Bachelor's
90000,Man,IC,18,7,7,Less than bachelor's
77000,Woman,IC,19,12,4,Master's
88000,Man,IC,10,27,7,Master's
65500,Man,IC,34,10,19,Bachelor's
83000,Man,IC,7,16,3,Bachelor's
75000,Man,IC,6,11,4,Less than bachelor's
155000,Man,IC,47,12,39,NA
120000,Man,IC,19,9,13,Bachelor's
104000,Man,IC,6,33,5,Bachelor's
170000,Man,IC,18,15,11,Bachelor's
86250,Man,IC,9,16,5,Bachelor's
125000,Man,IC,16,9,10,Bachelor's
130000,Man,IC,6,18,4,Bachelor's
104000,Man,IC,5,22,4,Bachelor's
145000,Man,IC,9,15,7,Less than bachelor's
130000,Man,Manager,19,18,15,Bachelor's
130000,Man,IC,10,16,7,Bachelor's
70000,Man,IC,3,12,4,Master's
85000,Man,IC,9,10,4,Bachelor's
1e+05,Man,Manager,38,28,36,Bachelor's
59600,Man,IC,8,15,4,Less than bachelor's
120000,Man,IC,19,20,15,Bachelor's
98500,Man,IC,15,10,14,Less than bachelor's
60000,Woman,IC,6,17,Less than 1 year,Master's
81000,Man,IC,6,15,2,Bachelor's
87000,Man,IC,6,18,4,Bachelor's
170000,Man,IC,40,19,38,Bachelor's
61000,Man,IC,3,28,2,Bachelor's
75000,Man,IC,8,9,5,Bachelor's
225000,Man,Manager,40,16,39,Master's
70000,Man,IC,3,25,2,Bachelor's
85000,Man,IC,7,12,5,Bachelor's
140000,Man,IC,19,14,6,Bachelor's
120000,Man,Manager,34,6,21,Master's
80400,Man,IC,10,14,3,Bachelor's
10500,Man,IC,10,15,6,Bachelor's
125000,Man,IC,15,10,10,Bachelor's
108000,Man,IC,11,16,2,PhD
70000,Man,IC,10,16,8,Less than bachelor's
75000,Man,IC,7,16,3,Less than bachelor's
1e+05,Man,IC,3,22,3,Bachelor's
120000,Man,IC,17,14,15,Less than bachelor's
120000,Man,IC,22,14,14,Bachelor's
95000,Man,IC,14,Younger than 5 years,10,Bachelor's
80000,Man,IC,7,19,5,Bachelor's
165000,Man,IC,18,12,17,Bachelor's
1e+05,Man,IC,14,14,12,Bachelor's
105000,Man,IC,18,12,10,Less than bachelor's
125000,Man,IC,7,19,7,Bachelor's
95000,Man,IC,17,13,8,Bachelor's
105000,Man,IC,12,16,10,Master's
84000,Man,IC,6,17,5,Bachelor's
78500,Man,IC,5,15,2,Bachelor's
167500,Man,Manager,10,7,6,Master's
100086,Man,IC,12,10,7,Bachelor's
80000,Man,IC,13,12,6,Bachelor's
115000,Woman,IC,4,19,3,Bachelor's
101000,Man,IC,17,12,7,Bachelor's
93000,Man,IC,10,16,3,Master's
950000,Man,IC,10,14,4,Bachelor's
129000,Man,IC,15,16,9,Less than bachelor's
74000,Woman,IC,8,30,1,Less than bachelor's
115500,Man,IC,9,17,4,Bachelor's
185000,Man,IC,28,13,23,Bachelor's
127000,Man,IC,15,11,12,Bachelor's
87000,Man,IC,20,13,19,Bachelor's
48500,Man,IC,6,18,Less than 1 year,Bachelor's
148000,Man,IC,14,15,7,Bachelor's
155000,Man,IC,22,18,16,PhD
88000,Man,IC,8,21,Less than 1 year,PhD
64494,Man,IC,11,11,2,Bachelor's
70000,Man,IC,21,8,3,Bachelor's
135000,Man,Manager,27,10,18,Less than bachelor's
130000,Woman,IC,4,33,3,Master's
100456,Man,IC,18,16,10,Master's
68000,Man,Manager,18,12,5,Bachelor's
110000,Man,IC,20,22,6,Master's
72500,Man,IC,4,11,3,Bachelor's
180000,Man,IC,26,5,19,Less than bachelor's
70000,Woman,IC,35,10,6,Bachelor's
88000,Woman,IC,6,19,1,Bachelor's
1e+05,Man,IC,40,15,3,Less than bachelor's
145000,Man,IC,4,18,3,PhD
160000,Man,Manager,26,9,14,Bachelor's
75000,Woman,IC,10,16,4,Bachelor's
222000,Man,IC,22,17,16,Bachelor's
90000,Woman,IC,10,11,6,Bachelor's
65000,Man,IC,10,16,Less than 1 year,Bachelor's
52127,Man,IC,9,25,4,Bachelor's
81548,Man,IC,7,10,3,Bachelor's
105000,Man,IC,7,15,Less than 1 year,Bachelor's
135000,Man,Manager,22,15,18,Bachelor's
210000,Man,Manager,5,21,5,Bachelor's
150000,Man,IC,13,22,9,Master's
60000,Man,IC,14,12,10,Bachelor's
110000,Man,IC,12,17,7,Bachelor's
45000,Woman,Manager,5,12,2,Bachelor's
1e+05,Man,IC,6,12,2,Bachelor's
80000,Man,IC,8,10,2,Master's
105000,Man,IC,24,10,20,Bachelor's
90000,Man,Manager,5,25,4,Less than bachelor's
110000,Man,IC,11,24,11,Bachelor's
95000,Man,IC,9,32,9,Bachelor's
76000,Man,Manager,10,10,7,Master's
120000,Man,IC,19,21,12,PhD
71000,Man,IC,4,14,1,Bachelor's
158000,Man,IC,10,24,7,Bachelor's
105000,Man,IC,11,10,Less than 1 year,Bachelor's
80000,Man,IC,9,18,5,Bachelor's
75000,Man,IC,5,23,2,Bachelor's
80000,Man,IC,25,20,15,Bachelor's
105000,Man,IC,17,11,12,Less than bachelor's
235000,Man,Manager,25,Younger than 5 years,20,Bachelor's
130000,Man,IC,8,16,5,Bachelor's
175000,Man,IC,20,12,15,Bachelor's
113000,Man,Manager,28,12,23,Bachelor's
58000,Man,IC,16,14,4,Bachelor's
105000,Man,IC,5,16,3,Master's
215000,Man,Manager,16,17,14,Bachelor's
135000,Man,IC,6,21,6,Bachelor's
180000,Man,IC,12,16,8,Master's
102000,Man,IC,14,11,10,Bachelor's
186000,Man,Manager,30,8,24,Master's
150000,Man,IC,22,16,18,Master's
80000,Woman,IC,20,16,18,Bachelor's
470000,Man,Manager,10,16,5,Bachelor's
78000,Man,IC,15,6,5,Less than bachelor's
68000,Man,IC,10,15,2,Bachelor's
83000,Man,IC,8,12,3,Bachelor's
147000,Man,IC,42,12,31,Master's
105000,Man,IC,12,15,6,Bachelor's
77000,Man,IC,3,20,3,Less than bachelor's
80000,Woman,IC,2,26,2,Master's
120000,Man,IC,24,10,21,Bachelor's
84000,Man,IC,12,18,2,Master's
125000,Man,IC,6,16,5,Less than bachelor's
63000,Man,IC,6,12,4,Less than bachelor's
92500,Woman,IC,10,21,8,Bachelor's
105200,Man,IC,12,16,10,Bachelor's
90000,Man,IC,7,18,5,Bachelor's
160000,Man,IC,10,22,3,Bachelor's
170000,Man,Manager,19,12,11,Less than bachelor's
160000,Man,IC,4,21,2,Bachelor's
275000,Man,IC,13,13,5,Bachelor's
87000,Woman,IC,5,30,4,Bachelor's
2e+05,Man,IC,17,8,10,Bachelor's
84000,Man,IC,13,17,10,Master's
65000,Man,IC,7,16,3,Bachelor's
90000,Man,Manager,15,13,15,Less than bachelor's
131000,Woman,IC,18,14,13,Bachelor's
130000,Man,IC,14,14,5,Bachelor's
135000,Man,IC,13,18,10,Bachelor's
63000,Man,IC,9,18,2,Bachelor's
129000,Man,IC,40,18,25,Bachelor's
55000,Man,IC,5,12,Less than 1 year,Bachelor's
64000,Man,IC,6,11,2,Bachelor's
96000,Man,IC,18,14,14,Bachelor's
90000,Woman,IC,6,25,5,Less than bachelor's
1e+05,Man,IC,24,17,21,Bachelor's
83000,Man,IC,12,13,3,Bachelor's
65000,Man,IC,1,25,1,Bachelor's
65000,Man,IC,7,15,3,Bachelor's
90000,Woman,IC,35,16,30,Bachelor's
9e+05,Man,IC,1,19,1,Less than bachelor's
125000,Man,IC,32,12,22,Master's
93000,Man,IC,15,14,11,Bachelor's
96000,Man,Manager,35,8,21,Bachelor's
204000,Man,IC,18,5,9,Bachelor's
85000,Man,IC,6,13,5,Bachelor's
145000,Man,IC,32,13,23,Bachelor's
62000,Man,IC,6,16,4,Less than bachelor's
220000,Man,IC,9,16,5,Bachelor's
160000,Man,IC,22,12,22,Bachelor's
120000,Man,IC,12,21,11,PhD
130000,Man,IC,5,23,4,Less than bachelor's
90000,Man,IC,18,21,18,Master's
130000,Man,IC,16,13,8,Bachelor's
85000,Woman,IC,6,13,1,Bachelor's
2e+05,Man,IC,4,14,Less than 1 year,Bachelor's
120000,Man,Manager,3,20,2,Bachelor's
110000,Man,IC,20,23,20,Bachelor's
225000,Man,Manager,18,18,15,Bachelor's
220000,Man,IC,20,10,20,Bachelor's
1e+05,Man,IC,7,11,Less than 1 year,Bachelor's
165000,Man,IC,28,12,20,Less than bachelor's
130000,Man,IC,9,17,3,Master's
150000,Man,Manager,35,16,29,Less than bachelor's
106000,Man,IC,14,15,7,Master's
75000,Man,IC,15,11,7,Bachelor's
160000,Man,IC,14,17,13,Master's
48765,Woman,IC,4,18,2,Less than bachelor's
125000,Man,IC,14,18,9,Bachelor's
180000,Man,IC,20,10,20,Bachelor's
154000,Man,IC,6,13,3,Bachelor's
155000,Man,IC,11,12,8,Bachelor's
85000,Man,Manager,32,8,15,PhD
250000,Man,IC,10,26,8,Master's
140000,Man,Manager,23,7,11,Bachelor's
81000,Man,IC,10,14,4,Bachelor's
121000,Man,IC,20,12,15,Bachelor's
91000,Man,IC,23,7,12,Bachelor's
112000,Man,IC,7,12,2,Less than bachelor's
105000,Man,IC,20,10,20,Bachelor's
90000,Man,IC,21,12,12,Less than bachelor's
2e+05,Man,IC,7,23,7,Master's
5e+05,Man,IC,22,9,17,Bachelor's
140000,Man,Manager,35,25,29,Master's
1e+05,Man,IC,20,18,16,Less than bachelor's
2e+05,Man,Manager,2,54,2,Master's
86000,Man,IC,5,12,4,Less than bachelor's
115000,Man,IC,40,13,34,Master's
120000,Man,Manager,15,15,8,Less than bachelor's
63000,Man,IC,5,21,3,Bachelor's
73000,Man,IC,12,18,10,Bachelor's
70000,Man,IC,6,28,6,Less than bachelor's
2e+05,Man,IC,34,8,30,Master's
138000,Woman,IC,7,20,4,Bachelor's
150000,Man,IC,10,21,6,Bachelor's
164000,Man,IC,25,5,20,Master's
45000,Woman,IC,2,17,1,NA
83000,Woman,IC,6,10,5,Bachelor's
140000,Man,IC,9,22,9,Bachelor's
150000,Woman,IC,5,10,3,Less than bachelor's
120000,Man,IC,21,12,11,Bachelor's
92000,Woman,IC,5,14,4,Master's
60000,Man,IC,13,13,4,Bachelor's
1e+05,Man,IC,9,14,9,Bachelor's
80000,Man,IC,2,31,2,Less than bachelor's
150000,Man,IC,13,11,5,Less than bachelor's
23000,Man,IC,5,14,3,Bachelor's
95000,Man,IC,4,16,4,Bachelor's
136500,Man,Manager,22,10,4,Bachelor's
82500,Man,IC,8,15,4,Bachelor's
60000,Man,IC,4,20,2,Less than bachelor's
106000,Man,IC,7,14,7,Bachelor's
130000,Man,IC,13,24,10,Bachelor's
120000,Woman,Manager,9,18,5,Bachelor's
94000,Man,IC,11,12,7,Bachelor's
126000,Man,IC,5,15,4,PhD
147250,Man,IC,9,10,8,Less than bachelor's
69000,Man,IC,6,10,3,Bachelor's
71000,Man,IC,9,10,9,Bachelor's
72000,Man,IC,41,12,22,Master's
1e+05,Man,IC,8,24,6,Master's
75333,Man,IC,14,13,4,Bachelor's
50000,Woman,IC,16,16,10,Bachelor's
75000,Man,IC,3,24,Less than 1 year,Bachelor's
75000,Man,Manager,18,12,15,Less than bachelor's
40000,Man,IC,3,31,2,Less than bachelor's
99000,Man,IC,18,20,12,Bachelor's
160000,Man,IC,9,16,5,Bachelor's
87000,Man,IC,4,12,1,Master's
69000,Man,IC,3,18,2,Less than bachelor's
112750,Man,IC,30,13,19,Less than bachelor's
96000,Man,IC,36,19,30,Less than bachelor's
175000,Man,Manager,26,8,12,Master's
40000,Man,IC,17,8,9,Bachelor's
2e+05,Man,IC,28,12,18,Bachelor's
95000,Man,IC,8,24,7,Bachelor's
73000,Man,IC,5,13,3,Less than bachelor's
135000,Man,IC,25,19,20,Master's
24000,Man,Manager,35,11,30,Less than bachelor's
75000,Man,IC,7,19,3,Bachelor's
130000,Man,IC,19,15,10,Bachelor's
185000,Man,IC,26,8,13,Bachelor's
85000,Man,IC,23,9,13,Master's
95000,Man,IC,8,13,8,PhD
90000,Man,IC,14,15,9,Bachelor's
180000,Man,IC,30,10,18,Bachelor's
150000,Man,IC,7,14,2,Bachelor's
32000,Man,IC,3,16,1,Less than bachelor's
2e+05,Man,IC,30,12,19,Bachelor's
135000,Man,IC,22,12,13,Bachelor's
135000,Woman,IC,10,17,5,Master's
105000,Man,IC,10,12,5,Bachelor's
70000,Man,IC,9,7,5,Bachelor's
86100,Man,IC,22,8,4,Less than bachelor's
3e+05,Man,Manager,41,12,37,Master's
140000,Man,Manager,17,15,13,Bachelor's
95000,Woman,IC,8,23,5,Master's
209000,Man,IC,32,10,28,Bachelor's
105000,Man,IC,10,19,7,Bachelor's
183000,Man,IC,28,10,25,Less than bachelor's
62000,Man,IC,5,14,Less than 1 year,Bachelor's
63000,Man,IC,4,22,4,Bachelor's
79000,Man,IC,5,19,2,Bachelor's
139000,Man,IC,8,18,2,Master's
175000,Man,IC,40,14,33,Master's
62500,Man,IC,17,13,9,Bachelor's
98000,Man,IC,12,13,8,Bachelor's
88500,Man,IC,12,18,9,Bachelor's
250000,Man,IC,25,8,12,Bachelor's
185000,Man,Manager,15,Younger than 5 years,15,Bachelor's
330000,Man,IC,38,11,30,Bachelor's
134400,Man,IC,14,10,14,Less than bachelor's
1e+05,Man,IC,7,13,4,Bachelor's
80000,Woman,IC,3,36,3,Master's
96000,Man,IC,29,12,15,Bachelor's
71500,Man,IC,6,17,2,Bachelor's
290000,Man,IC,16,14,11,Master's
65000,Woman,IC,7,18,2,Bachelor's
55000,Man,IC,8,16,2,Bachelor's
1e+05,Man,Manager,13,6,10,Master's
59500,Man,IC,4,19,3,Bachelor's
1e+05,Man,IC,24,8,13,Bachelor's
140000,Man,IC,18,14,4,Bachelor's
105000,Man,IC,16,8,14,Bachelor's
120000,Man,IC,15,5,6,Less than bachelor's
70000,Man,IC,11,17,10,Less than bachelor's
66000,Man,IC,5,28,5,Bachelor's
150000,Man,IC,6,16,4,Bachelor's
84000,Man,IC,4,24,3,Master's
76000,Man,IC,6,26,5,Bachelor's
76500,Man,IC,3,16,2,Bachelor's
96000,Woman,IC,16,19,12,Bachelor's
82000,Man,IC,8,16,3,Bachelor's
57000,Man,Manager,5,15,4,Bachelor's
80000,Man,IC,10,13,4,Bachelor's
165000,Man,Manager,41,16,32,Bachelor's
235000,Man,Manager,12,17,12,Bachelor's
4e+05,Woman,IC,20,11,10,Bachelor's
55800,Man,IC,11,8,Less than 1 year,Bachelor's
70420,Man,IC,9,19,6,Less than bachelor's
180000,Man,IC,8,17,2,Bachelor's
160000,Man,Manager,10,16,7,Less than bachelor's
160000,Man,IC,15,12,12,Less than bachelor's
1e+05,Man,IC,14,15,10,Bachelor's
77000,Man,IC,3,27,1,Less than bachelor's
160000,Man,IC,39,10,20,PhD
180000,Woman,Manager,9,11,2,Bachelor's
150000,Man,IC,5,10,4,Bachelor's
135000,Woman,IC,6,18,3,Bachelor's
1e+05,Man,IC,20,14,6,Master's
150000,Man,IC,30,14,25,Bachelor's
240000,Man,IC,14,14,10,Bachelor's
55000,Woman,IC,8,15,6,Less than bachelor's
92000,Man,IC,6,21,4,Bachelor's
75000,Man,IC,5,18,2,Bachelor's
190000,Man,Manager,35,11,26,Master's
2e+05,Man,Manager,12,13,3,Master's
120000,Man,IC,19,13,7,Less than bachelor's
73000,Man,IC,16,14,8,Bachelor's
1e+05,Man,IC,15,8,9,Bachelor's
135000,Man,IC,7,12,2,Bachelor's
63000,Man,IC,5,13,1,Bachelor's
2e+05,Man,IC,22,18,19,Less than bachelor's
130000,Man,IC,15,8,12,Bachelor's
150000,Man,IC,27,15,21,Bachelor's
131700,Man,IC,36,8,19,Bachelor's
135000,Man,IC,8,9,6,Bachelor's
156000,Man,Manager,8,20,2,Master's
80000,Man,IC,19,13,10,Bachelor's
70000,Woman,IC,6,10,3,Bachelor's
130000,Man,IC,15,11,15,Master's
140000,Man,Manager,7,13,5,Bachelor's
80000,Man,IC,8,19,6,Less than bachelor's
65000,Man,IC,5,15,3,Bachelor's
