CompTotal,Gender,Manager,YearsCode,Age1stCode,YearsCodePro,Education
87000,Man,IC,6,10,4,Bachelor's
105317,Woman,IC,14,10,7,Bachelor's
68000,Man,IC,5,16,2,Bachelor's
82000,Man,IC,7,18,5,Master's
135000,Man,IC,24,Younger than 5 years,20,Less than bachelor's
120000,Man,Manager,28,10,23,Bachelor's
90000,Man,IC,6,21,3,Bachelor's
130000,Woman,IC,10,15,4,Bachelor's
107000,Man,IC,9,18,4,Bachelor's
157000,Woman,IC,9,15,4,Bachelor's
75000,Man,IC,8,13,1,Bachelor's
75000,Man,IC,8,12,5,Less than bachelor's
130000,Man,Manager,20,10,9,Bachelor's
250000,Man,IC,28,14,23,Less than bachelor's
97000,Man,IC,17,9,13,PhD
93000,Man,IC,5,20,2,Bachelor's
117000,Woman,IC,4,16,Less than 1 year,Bachelor's
51000,Man,IC,8,15,4,Less than bachelor's
84000,Man,IC,6,14,Less than 1 year,Bachelor's
65000,Man,IC,9,14,3,Master's
65000,Man,IC,6,18,3,Bachelor's
105000,Man,IC,7,14,3,Bachelor's
155952,Man,Manager,20,8,11,Less than bachelor's
115000,Man,IC,18,14,8,Bachelor's
190000,Man,IC,11,16,5,Master's
3e+05,Man,IC,37,10,30,Master's
188000,Man,Manager,15,19,10,Master's
47000,Man,IC,6,13,1,Bachelor's
58000,Man,IC,3,22,2,Less than bachelor's
115000,Man,IC,8,18,4,Bachelor's
34000,Man,IC,1,25,Less than 1 year,Less than bachelor's
40000,Man,IC,2,31,1,Bachelor's
1e+05,Man,Manager,NA,10,25,Bachelor's
105500,Man,IC,15,13,7,Master's
75000,Woman,IC,4,19,1,Bachelor's
2e+05,Man,IC,28,14,20,Master's
87500,Man,IC,30,8,4,Less than bachelor's
1e+05,Man,IC,38,19,29,Bachelor's
91000,Man,IC,31,10,24,Bachelor's
99000,Man,IC,13,12,8,Bachelor's
70000,Man,IC,15,12,12,Bachelor's
80000,Man,IC,5,23,4,Bachelor's
68250,Man,IC,4,19,2,Bachelor's
98000,Man,Manager,16,15,9,Master's
154000,Man,IC,16,14,8,Master's
115000,Man,IC,Less than 1 year,37,2,Bachelor's
49000,Man,Manager,4,20,2,Bachelor's
110000,Man,IC,20,9,3,Bachelor's
92900,Woman,IC,8,18,4,Bachelor's
72000,Man,IC,8,16,4,Master's
85000,Man,IC,16,10,10,Bachelor's
95000,Man,Manager,4,16,4,Less than bachelor's
72000,Man,IC,8,18,3,Bachelor's
180000,Man,IC,25,7,16,Bachelor's
65000,Man,IC,7,18,3,Bachelor's
175000,Woman,IC,15,9,8,Bachelor's
50000,Man,IC,3,15,3,Bachelor's
127400,Man,IC,27,10,15,Master's
120000,Man,IC,25,8,11,Bachelor's
75000,Man,IC,10,10,4,Less than bachelor's
125000,Man,IC,10,14,5,Bachelor's
51000,Man,IC,8,15,6,Bachelor's
113000,Woman,IC,2,26,Less than 1 year,Bachelor's
110000,Man,IC,34,Younger than 5 years,5,Professional
73000,Man,IC,10,8,8,Professional
240000,Man,IC,8,20,6,Master's
135000,Man,IC,15,13,8,Bachelor's
2e+05,Man,Manager,22,11,12,Professional
42000,Man,IC,2,19,Less than 1 year,Bachelor's
110000,Man,IC,4,38,4,Less than bachelor's
78000,Man,IC,8,12,8,Less than bachelor's
65000,Man,IC,8,18,3,Bachelor's
60000,Man,IC,2,19,Less than 1 year,Bachelor's
90000,Woman,IC,4,12,3,Bachelor's
87000,Man,IC,11,12,3,Master's
220000,Man,IC,16,7,12,Bachelor's
80000,Man,IC,10,20,8,Bachelor's
126000,Man,IC,22,15,18,Bachelor's
72000,Man,IC,12,12,1,Bachelor's
74500,Man,IC,6,18,2,Bachelor's
120000,Man,IC,21,10,17,Less than bachelor's
66000,Man,IC,15,10,12,Less than bachelor's
84000,Man,Manager,7,28,6,Less than bachelor's
158000,Man,IC,10,7,5,Bachelor's
77000,Man,IC,6,13,Less than 1 year,Bachelor's
50000,Man,IC,2,21,Less than 1 year,Bachelor's
98000,Man,IC,8,20,4,Bachelor's
72000,Man,IC,3,13,1,Less than bachelor's
88000,Man,IC,5,17,2,Bachelor's
117000,Man,IC,10,14,9,Less than bachelor's
120000,Man,IC,22,8,10,Bachelor's
144250,Man,IC,14,29,14,Less than bachelor's
44000,Man,IC,30,8,6,Less than bachelor's
270000,Man,IC,12,12,6,Master's
112000,Man,IC,6,20,5,Bachelor's
115000,Man,IC,11,18,10,Less than bachelor's
101500,Man,IC,9,16,3,Bachelor's
110000,Man,IC,18,13,10,Bachelor's
90000,Man,IC,40,19,40,Less than bachelor's
89000,Man,IC,15,10,5,Bachelor's
150000,Man,IC,11,14,8,Bachelor's
56000,Woman,IC,Less than 1 year,19,Less than 1 year,PhD
135000,Man,IC,25,15,20,Bachelor's
80000,Man,IC,3,15,Less than 1 year,NA
140000,Man,IC,24,14,20,Bachelor's
98000,Man,IC,12,15,6,Master's
65000,Man,IC,9,13,Less than 1 year,Bachelor's
110000,Man,IC,15,10,3,Master's
116000,Man,IC,9,19,6,Bachelor's
80000,Man,Manager,26,10,7,Bachelor's
108000,Woman,IC,5,17,2,Bachelor's
110000,Man,IC,13,16,5,Bachelor's
190000,Woman,IC,5,20,2,Bachelor's
85000,Man,IC,8,14,5,Bachelor's
90000,Man,IC,22,7,22,Less than bachelor's
72000,Man,IC,3,19,2,Bachelor's
87000,Woman,IC,7,18,3,Bachelor's
66000,Man,IC,5,16,2,Bachelor's
95000,Man,IC,11,26,7,Bachelor's
104000,Man,IC,13,15,5,Less than bachelor's
150000,Man,IC,20,5,18,Bachelor's
72800,Man,IC,4,14,3,Bachelor's
126000,Man,IC,30,15,26,Master's
110000,Man,IC,20,11,6,Master's
80000,Man,IC,7,19,5,Bachelor's
95000,Man,IC,35,15,20,Less than bachelor's
64000,Man,IC,20,5,10,Less than bachelor's
89000,Woman,IC,5,12,2,Master's
108000,Man,IC,12,16,8,Bachelor's
58000,Woman,IC,46,16,20,Bachelor's
250000,Man,IC,21,14,12,Master's
180000,Man,Manager,15,19,11,Master's
108000,Man,IC,15,14,12,Less than bachelor's
97000,Man,IC,6,18,3,Bachelor's
175000,Man,IC,4,16,2,Bachelor's
65000,Woman,IC,8,8,Less than 1 year,Less than bachelor's
250000,Man,IC,16,14,12,Master's
52000,Man,Manager,12,8,2,Bachelor's
160000,Man,IC,40,15,34,Master's
185000,Man,IC,10,9,8,Bachelor's
90000,Man,IC,10,15,7,Bachelor's
123000,Woman,IC,28,18,23,Master's
74200,Man,IC,10,17,4,Less than bachelor's
140000,Man,IC,20,11,13,Master's
75000,Man,IC,14,13,2,Bachelor's
92000,Man,IC,8,10,6,Less than bachelor's
150000,Man,IC,25,8,8,Less than bachelor's
149000,Man,IC,19,8,9,Bachelor's
113000,Man,IC,17,16,14,Bachelor's
60000,Man,IC,6,14,3,Bachelor's
125000,Man,IC,10,22,Less than 1 year,Bachelor's
160000,Man,Manager,6,24,2,Master's
1e+05,Man,Manager,6,16,2,Bachelor's
83500,Man,IC,12,14,12,Bachelor's
135000,Man,IC,25,10,23,Less than bachelor's
120000,Man,IC,4,19,2,Bachelor's
128000,Woman,IC,6,18,2,Less than bachelor's
115000,Woman,IC,16,10,12,Bachelor's
110000,Woman,IC,18,12,8,Bachelor's
87500,Man,IC,5,17,2,Bachelor's
139000,Man,IC,18,16,11,Bachelor's
59000,Man,IC,6,33,3,Bachelor's
75300,Man,IC,15,14,4,Bachelor's
70000,Woman,IC,15,15,5,Bachelor's
204000,Man,IC,22,15,21,Master's
95000,Man,IC,24,15,10,Bachelor's
96000,Man,IC,7,12,6,Master's
83000,Man,IC,25,15,9,Less than bachelor's
45000,Man,IC,8,9,4,Bachelor's
1e+05,Man,IC,40,12,28,Master's
122000,Man,IC,22,13,20,Less than bachelor's
155000,Man,Manager,25,16,20,Master's
1e+05,Man,IC,12,12,7,Bachelor's
141000,Man,IC,12,7,7,Bachelor's
95000,Man,IC,13,12,11,Bachelor's
77000,Man,IC,9,19,6,Bachelor's
189000,Woman,IC,12,26,9,NA
140000,Woman,IC,6,20,3,Bachelor's
32000,Man,IC,2,31,Less than 1 year,Less than bachelor's
145000,Man,IC,25,22,21,Master's
105000,Man,IC,4,17,2,Master's
140000,Man,IC,7,20,4,Bachelor's
89000,Woman,IC,7,12,5,Bachelor's
70000,Man,Manager,25,7,12,Bachelor's
120000,Man,IC,35,8,16,PhD
64500,Man,IC,2,10,2,Less than bachelor's
72000,Man,IC,5,27,3,Master's
105000,Man,IC,20,15,14,Less than bachelor's
120000,Man,Manager,19,15,15,Bachelor's
60000,Man,IC,8,13,2,Less than bachelor's
125000,Man,IC,14,13,6,Master's
38000,Woman,IC,3,21,1,Bachelor's
80000,Man,Manager,24,14,13,Less than bachelor's
168200,Man,IC,23,13,8,Bachelor's
1e+05,Man,IC,14,18,11,Bachelor's
110000,Man,IC,10,17,6,Bachelor's
32000,Man,IC,8,13,3,Less than bachelor's
75000,Woman,IC,3,39,2,Master's
250000,Man,IC,10,13,5,Bachelor's
65000,Man,IC,12,10,8,Less than bachelor's
135000,Man,IC,21,10,10,Less than bachelor's
97000,Man,IC,33,24,33,Less than bachelor's
180000,Man,IC,35,7,20,Bachelor's
62000,Man,IC,3,21,Less than 1 year,Bachelor's
57000,Woman,IC,6,27,5,Bachelor's
170000,Man,IC,35,12,10,Bachelor's
250000,Man,IC,35,13,26,Bachelor's
104000,Man,IC,9,21,6,Bachelor's
95000,Woman,IC,4,13,2,Bachelor's
165000,Man,IC,17,10,16,Less than bachelor's
42240,Man,IC,7,13,4,Less than bachelor's
135000,Man,IC,15,10,8,Bachelor's
60000,Man,IC,2,18,1,Bachelor's
140000,Man,IC,10,20,7,Bachelor's
155000,Man,IC,9,16,5,Master's
94000,Man,IC,6,16,3,Bachelor's
135000,Man,IC,37,6,24,Less than bachelor's
134500,Man,IC,18,17,8,Master's
75000,Man,IC,10,15,5,Less than bachelor's
110000,Man,IC,22,14,11,Bachelor's
85000,Man,IC,6,16,Less than 1 year,Bachelor's
55000,Man,IC,2,20,2,Master's
4e+05,Man,IC,14,12,7,Bachelor's
51000,Man,IC,4,25,3,Bachelor's
102000,Man,IC,11,16,5,Bachelor's
153000,Man,IC,20,10,12,Master's
77250,Man,IC,5,18,2,Bachelor's
140000,Man,IC,20,10,11,Bachelor's
60000,Man,IC,5,16,Less than 1 year,Bachelor's
85000,Man,IC,7,13,2,Bachelor's
72000,Man,IC,11,12,1,Bachelor's
140000,Man,IC,6,20,2,Bachelor's
145000,Man,Manager,20,18,14,Bachelor's
2e+05,Man,IC,10,10,1,Master's
180000,Man,IC,20,18,15,Bachelor's
1e+05,Man,IC,28,21,28,Bachelor's
87500,Woman,IC,13,15,2,Bachelor's
159000,Man,IC,37,16,35,Bachelor's
120000,Man,Manager,22,15,20,Less than bachelor's
60000,Man,IC,37,14,35,Bachelor's
52000,Man,IC,9,17,7,Less than bachelor's
45000,Man,IC,6,7,3,Bachelor's
103000,Woman,IC,14,19,11,Bachelor's
70000,Man,IC,2,19,1,Bachelor's
65000,Man,IC,19,29,19,Less than bachelor's
85000,Man,IC,15,15,6,Bachelor's
2e+05,Man,IC,8,17,4,Bachelor's
185000,Man,Manager,20,18,16,Master's
62000,Woman,IC,17,12,12,Bachelor's
70000,Woman,IC,8,16,1,PhD
160000,Man,IC,20,8,6,Less than bachelor's
88000,Man,IC,12,15,9,Less than bachelor's
1e+05,Man,IC,8,19,3,Bachelor's
125000,Man,IC,3,11,2,Bachelor's
85000,Man,IC,30,8,10,Less than bachelor's
134000,Man,IC,39,18,38,Less than bachelor's
180000,Man,IC,More than 50 years,15,45,Bachelor's
112000,Woman,IC,11,12,3,Bachelor's
55000,Woman,Manager,3,12,1,Less than bachelor's
220000,Man,IC,20,7,10,PhD
110000,Man,Manager,6,26,4,Bachelor's
93000,Man,IC,11,20,8,Bachelor's
70814,Man,IC,3,20,3,Less than bachelor's
220000,Man,Manager,28,9,22,Less than bachelor's
22000,Man,IC,12,11,11,PhD
115000,Man,IC,19,14,11,Bachelor's
80000,Man,Manager,4,22,4,Bachelor's
70000,Man,IC,3,21,2,Master's
80000,Man,IC,8,13,6,Bachelor's
140000,Man,Manager,11,5,8,Bachelor's
48000,Man,IC,2,27,Less than 1 year,NA
40000,Man,IC,8,16,8,Bachelor's
289000,Man,IC,16,16,14,Less than bachelor's
87000,Man,IC,11,18,7,Bachelor's
70000,Woman,IC,7,8,2,Bachelor's
73000,Man,IC,34,8,10,Master's
65000,Man,IC,7,14,6,Bachelor's
126000,Man,IC,10,18,5,Bachelor's
69600,Man,IC,6,20,4,Bachelor's
82000,Man,IC,13,14,5,Master's
80000,Man,IC,30,15,10,Bachelor's
2e+05,Man,IC,3,12,2,Bachelor's
124500,Man,IC,10,14,6,Bachelor's
82000,Man,IC,15,12,10,Bachelor's
170000,Man,IC,13,22,9,Less than bachelor's
78000,Man,IC,5,9,5,Master's
90000,Man,IC,7,15,3,Less than bachelor's
153000,Man,IC,20,15,20,Less than bachelor's
155000,Woman,IC,5,13,4,Bachelor's
145000,Man,Manager,20,12,13,Bachelor's
153000,Man,IC,19,11,15,Bachelor's
99000,Man,IC,40,15,33,Bachelor's
60000,Man,IC,3,21,2,Less than bachelor's
110000,Man,IC,18,22,14,Less than bachelor's
36000,Woman,IC,7,29,4,Bachelor's
140000,Man,IC,14,18,10,Bachelor's
75000,Woman,IC,23,14,2,Professional
105000,Man,IC,6,20,3,Bachelor's
70000,Man,IC,8,18,5,Bachelor's
69000,Man,IC,14,13,6,Bachelor's
105000,Man,IC,26,12,15,Master's
120000,Man,IC,35,13,NA,Less than bachelor's
230000,Man,IC,17,16,13,Bachelor's
74000,Man,IC,15,14,6,Bachelor's
85000,Woman,IC,19,5,9,Master's
145000,Man,IC,10,12,Less than 1 year,Bachelor's
131200,Woman,IC,12,10,7,Bachelor's
60000,Woman,IC,4,26,3,Less than bachelor's
105000,Man,IC,22,12,12,Master's
150000,Man,IC,23,10,16,Less than bachelor's
260000,Man,IC,27,14,21,PhD
139000,Man,IC,17,11,12,Bachelor's
130000,Man,Manager,2,7,1,Bachelor's
110100,Man,IC,20,12,9,Less than bachelor's
129000,Man,IC,12,12,2,Bachelor's
60000,Man,IC,9,16,5,Bachelor's
126000,Man,IC,5,13,4,Bachelor's
156000,Man,IC,20,14,6,Master's
70000,Man,IC,20,10,12,Master's
97000,Man,IC,16,13,2,Master's
90000,Man,Manager,14,15,9,Bachelor's
150000,Man,IC,35,13,24,Bachelor's
80000,Man,IC,12,Younger than 5 years,4,Bachelor's
150000,Man,IC,15,10,10,Master's
65000,Man,IC,13,16,2,Bachelor's
70000,Man,IC,4,15,Less than 1 year,Master's
83000,Man,IC,10,8,8,Master's
175000,Man,IC,37,10,27,Less than bachelor's
92000,Man,IC,19,26,18,Bachelor's
52000,Man,IC,13,14,9,Bachelor's
53000,Woman,IC,9,15,3,Bachelor's
87000,Man,IC,42,18,39,Less than bachelor's
114000,Man,IC,21,16,13,Bachelor's
109000,Man,IC,6,20,1,Bachelor's
110000,Man,Manager,15,17,12,Less than bachelor's
109000,Man,IC,8,18,4,Bachelor's
85000,Woman,IC,8,15,4,Bachelor's
1e+05,Man,IC,7,18,3,Bachelor's
135000,Man,IC,20,14,11,Bachelor's
103000,Man,IC,8,13,7,Less than bachelor's
74500,Man,IC,24,16,24,Less than bachelor's
245000,Woman,IC,8,18,3,Bachelor's
1e+05,Man,IC,8,15,5,Master's
166000,Woman,Manager,7,20,3,Bachelor's
71000,Man,IC,8,13,1,Bachelor's
170000,Man,IC,11,18,7,Bachelor's
118000,Man,IC,16,NA,NA,Master's
90000,Man,IC,7,15,4,Bachelor's
1e+05,Man,IC,15,10,13,Master's
1e+05,Man,IC,8,6,4,Bachelor's
68500,Man,IC,6,15,2,Bachelor's
55000,Man,IC,10,18,5,PhD
120000,Man,Manager,20,17,21,Bachelor's
65000,Man,IC,14,13,6,Bachelor's
120000,Man,IC,10,22,10,Bachelor's
113000,Man,IC,13,NA,9,Bachelor's
160000,Man,IC,7,16,1,Bachelor's
120000,Man,Manager,13,33,7,Bachelor's
55368,Man,IC,6,12,2,Master's
1e+05,Man,IC,10,14,3,Master's
155000,Man,Manager,18,14,17,Bachelor's
220000,Man,IC,15,8,3,Bachelor's
180000,Man,IC,8,22,5,Bachelor's
142000,Woman,IC,25,22,25,Bachelor's
143500,Man,IC,11,14,5,Bachelor's
2e+05,Man,IC,36,12,30,Bachelor's
85000,Man,IC,5,20,4,Bachelor's
66000,Man,IC,4,20,1,Less than bachelor's
161000,Man,IC,30,15,25,Master's
250000,Woman,IC,7,18,3,Bachelor's
62000,Man,IC,10,15,5,Bachelor's
140000,Man,IC,20,15,15,Less than bachelor's
155000,Man,IC,19,11,12,Master's
2e+05,Man,Manager,30,8,13,Bachelor's
190000,Man,Manager,34,15,32,Less than bachelor's
80000,Man,IC,18,16,18,Less than bachelor's
155000,Man,Manager,21,15,14,Bachelor's
45500,Man,IC,5,18,2,Less than bachelor's
96000,Man,Manager,13,19,10,Less than bachelor's
83500,Woman,IC,2,23,2,Bachelor's
175000,Man,IC,2,12,Less than 1 year,Bachelor's
265000,Woman,IC,15,14,8,Bachelor's
81000,Woman,IC,7,12,1,Bachelor's
112800,Man,IC,9,22,9,Bachelor's
83000,Man,IC,5,15,3,Bachelor's
80000,Man,Manager,5,15,5,Bachelor's
140000,Woman,IC,4,8,2,PhD
170000,Man,IC,18,11,11,Bachelor's
55000,Man,IC,10,13,2,Bachelor's
87000,Man,IC,5,10,4,Bachelor's
102000,Man,IC,35,11,23,Bachelor's
185000,Man,Manager,18,20,16,Master's
120000,Woman,Manager,37,5,25,Less than bachelor's
120000,Man,IC,37,15,30,Bachelor's
155000,Man,IC,12,15,7,Master's
65000,Woman,IC,7,15,5,Bachelor's
350000,Man,Manager,24,12,12,Master's
140000,Man,IC,17,12,16,Master's
120000,Man,IC,21,12,21,Bachelor's
92000,Man,IC,11,14,5,Bachelor's
165000,Man,IC,20,11,15,Bachelor's
60000,Woman,IC,2,12,1,Bachelor's
115000,Woman,IC,20,20,16,Master's
50000,Man,IC,2,25,Less than 1 year,Bachelor's
118000,Man,IC,20,Younger than 5 years,13,Bachelor's
50000,Man,IC,2,11,2,Bachelor's
60500,Man,IC,15,10,3,Bachelor's
95000,Man,IC,13,16,8,Bachelor's
50000,Man,IC,8,17,4,Less than bachelor's
82000,Man,Manager,12,14,6,Bachelor's
63000,Man,IC,7,16,2,Less than bachelor's
165000,Man,IC,24,8,15,Bachelor's
112000,Man,IC,9,12,3,Bachelor's
220000,Man,IC,20,12,13,Bachelor's
45499,Man,IC,2,13,Less than 1 year,Bachelor's
41000,Man,IC,6,11,1,Bachelor's
142000,Man,IC,34,16,33,Less than bachelor's
70000,Man,IC,6,17,3,Bachelor's
85000,Man,Manager,15,12,5,Bachelor's
70000,Man,IC,2,9,Less than 1 year,Less than bachelor's
112000,Man,IC,9,17,6,Master's
135000,Man,IC,15,16,10,Less than bachelor's
135000,Man,IC,38,22,28,Bachelor's
1e+05,Man,IC,5,8,3,Less than bachelor's
73500,Man,IC,5,15,3,Less than bachelor's
140000,Man,IC,20,18,12,Bachelor's
35000,Man,IC,9,14,2,Less than bachelor's
85000,Woman,IC,4,18,Less than 1 year,Bachelor's
380000,Man,IC,13,15,5,Master's
158000,Man,Manager,38,10,27,Master's
93500,Man,IC,7,17,3,Bachelor's
230000,Man,IC,22,12,14,Master's
65000,Man,IC,6,25,4,Bachelor's
1e+05,Man,IC,10,12,4,Bachelor's
2e+05,Man,IC,12,10,5,Bachelor's
160000,Man,Manager,20,9,12,PhD
75100,Man,IC,16,13,9,Less than bachelor's
70000,Man,IC,3,31,2,Bachelor's
145000,Man,IC,15,15,7,Bachelor's
95000,Man,IC,15,14,8,Bachelor's
90000,Man,IC,7,25,5,Less than bachelor's
280000,Man,Manager,15,10,11,Bachelor's
90000,Man,IC,7,20,4,Master's
108000,Man,Manager,25,8,10,Bachelor's
172000,Man,IC,28,12,18,Bachelor's
1e+05,Woman,IC,7,10,5,Master's
86500,Man,IC,9,18,5,Bachelor's
135000,Woman,Manager,18,13,14,Bachelor's
85000,Man,IC,18,11,8,Bachelor's
46386,Man,IC,17,17,9,Master's
75000,Woman,IC,14,12,12,Bachelor's
80000,Man,Manager,30,7,20,Master's
73000,Man,IC,1,14,Less than 1 year,Bachelor's
90000,Man,IC,5,27,3,Bachelor's
130000,Man,IC,12,15,6,Bachelor's
97760,Man,IC,8,19,3,Less than bachelor's
95000,Man,Manager,7,16,6,Master's
110000,Woman,IC,2,26,Less than 1 year,Bachelor's
276000,Man,IC,7,10,5,PhD
133250,Man,IC,14,12,8,Bachelor's
60000,Man,IC,26,10,1,Bachelor's
90000,Man,IC,11,15,4,Bachelor's
72000,Man,IC,1,18,1,Bachelor's
120000,Man,IC,20,10,6,Bachelor's
82000,Man,IC,20,25,13,Bachelor's
130000,Man,IC,10,8,7,Master's
135000,Man,IC,27,7,9,Bachelor's
65000,Man,IC,35,11,20,Bachelor's
150000,Man,IC,16,22,10,Bachelor's
140000,Man,IC,28,8,21,Less than bachelor's
1e+05,Man,IC,5,13,4,Bachelor's
1e+05,Man,IC,9,17,5,Bachelor's
215000,Man,IC,20,9,20,PhD
253000,Man,IC,12,8,5,Master's
140000,Man,IC,28,12,24,Less than bachelor's
120000,Woman,IC,14,13,5,Bachelor's
1e+05,Man,IC,13,19,9,Bachelor's
70000,Man,IC,8,14,4,Bachelor's
90000,Man,IC,21,16,15,Bachelor's
90000,Man,IC,10,11,4,Bachelor's
113000,Man,IC,3,23,2,Bachelor's
82000,Man,Manager,10,12,9,Bachelor's
115000,Man,IC,8,17,1,Bachelor's
79000,Man,IC,2,21,2,Master's
175000,Woman,IC,29,13,14,Master's
50000,Man,IC,10,13,8,Bachelor's
68000,Man,IC,8,15,3,Bachelor's
85000,Man,IC,10,14,5,Bachelor's
39000,Man,IC,10,8,Less than 1 year,Bachelor's
120000,Man,IC,9,20,7,Bachelor's
2e+05,Man,IC,30,12,23,Master's
1e+05,Man,IC,14,15,7,Master's
105000,Man,IC,10,14,5,Bachelor's
82500,Woman,IC,21,8,20,Bachelor's
170000,Man,IC,30,12,25,Master's
160000,Man,IC,25,12,18,Master's
145000,Man,Manager,9,25,8,Less than bachelor's
137000,Man,IC,26,8,12,Bachelor's
50000,Man,IC,6,20,3,Bachelor's
109000,Man,IC,21,10,10,Bachelor's
156000,Man,IC,8,20,8,Less than bachelor's
105000,Woman,IC,8,20,5,Bachelor's
220000,Man,Manager,20,19,10,Less than bachelor's
2e+05,Man,IC,23,15,17,Less than bachelor's
120000,Woman,IC,20,12,8,Less than bachelor's
1e+05,Man,IC,13,16,8,Bachelor's
182000,Man,IC,10,13,2,Bachelor's
120000,Man,IC,15,17,10,Less than bachelor's
75000,Man,IC,6,13,3,Bachelor's
138550,Man,IC,12,17,6,Bachelor's
170000,Man,IC,20,15,4,Less than bachelor's
82000,Man,IC,6,21,3,Bachelor's
72000,Man,IC,14,16,5,Less than bachelor's
121000,Man,IC,10,15,5,Master's
2e+05,Man,IC,7,18,2,Bachelor's
75000,Man,IC,4,24,4,Bachelor's
162000,Woman,IC,18,15,6,PhD
130000,Man,IC,13,15,8,Bachelor's
98000,Man,IC,5,16,2,Bachelor's
36000,Man,IC,7,12,3,Less than bachelor's
52000,Man,IC,6,16,5,Bachelor's
130000,Man,IC,20,6,15,Bachelor's
89000,Man,IC,33,8,17,Bachelor's
150000,Man,IC,10,12,8,Bachelor's
70000,Man,IC,10,10,8,Less than bachelor's
75000,Man,IC,4,17,4,Bachelor's
80000,Man,IC,5,18,Less than 1 year,Bachelor's
135000,Man,IC,6,31,4,Less than bachelor's
65000,Man,IC,5,16,1,Bachelor's
45000,Man,IC,1,21,1,Less than bachelor's
120000,Man,Manager,13,15,7,Less than bachelor's
85000,Man,IC,2,34,1,Bachelor's
1e+05,Man,IC,11,18,6,Bachelor's
181000,Man,IC,8,18,6,Bachelor's
92000,Man,IC,10,13,3,Bachelor's
115000,Man,Manager,15,11,5,Bachelor's
104669,Man,IC,11,12,6,Bachelor's
5e+05,Man,Manager,18,14,11,Bachelor's
65000,Man,IC,13,10,4,Less than bachelor's
115000,Man,Manager,13,22,10,Master's
155000,Man,IC,8,16,4,Bachelor's
80000,Man,IC,7,15,3,Bachelor's
40000,Man,IC,2,17,2,Less than bachelor's
195511,Man,IC,21,19,17,Bachelor's
70000,Man,IC,15,13,7,Bachelor's
180000,Man,Manager,23,14,23,Master's
130000,Woman,Manager,6,7,5,PhD
65000,Man,IC,8,21,2,Master's
140000,Man,IC,7,17,3,Bachelor's
60000,Man,IC,7,20,5,PhD
150000,Man,IC,25,10,18,Bachelor's
165000,Man,IC,13,15,6,Less than bachelor's
115000,Man,IC,7,21,3,Master's
95000,Man,IC,20,18,14,Bachelor's
110000,Man,IC,10,15,5,Bachelor's
115000,Woman,IC,3,18,Less than 1 year,Bachelor's
120000,Man,IC,9,12,6,Less than bachelor's
162000,Man,Manager,24,12,14,Less than bachelor's
50000,Man,IC,6,6,4,Less than bachelor's
80000,Man,IC,10,10,5,Bachelor's
60000,Man,IC,20,12,20,Bachelor's
80000,Man,IC,12,16,10,Master's
85000,Man,IC,8,12,7,Bachelor's
68000,Man,IC,5,23,5,Bachelor's
150000,Man,IC,5,18,Less than 1 year,Bachelor's
145000,Man,IC,41,14,33,Bachelor's
125000,Man,Manager,22,11,9,Bachelor's
80000,Man,IC,6,18,2,Bachelor's
115000,Man,IC,7,14,6,Bachelor's
1e+05,Man,IC,25,8,10,Master's
150000,Man,IC,17,10,6,Master's
80000,Man,IC,10,Younger than 5 years,4,Bachelor's
2e+05,Man,IC,6,23,3,Less than bachelor's
145000,Man,IC,33,7,20,Master's
55000,Man,IC,1,24,Less than 1 year,Bachelor's
60000,Man,IC,2,13,2,Bachelor's
125000,Man,IC,37,16,30,Bachelor's
64000,Woman,IC,4,19,Less than 1 year,Bachelor's
98000,Man,Manager,6,17,3,Bachelor's
75000,Man,IC,22,10,8,Master's
2e+05,Man,Manager,14,14,11,Master's
150000,Man,IC,32,12,NA,Bachelor's
3e+05,Man,IC,35,10,35,Master's
152000,Man,IC,30,10,20,Bachelor's
60000,Man,Manager,9,17,7,Bachelor's
480000,Man,Manager,10,20,NA,Bachelor's
73000,Woman,IC,5,25,5,Bachelor's
120000,Woman,IC,10,8,Less than 1 year,Bachelor's
55000,Man,IC,7,18,4,Less than bachelor's
95000,Man,IC,8,11,5,Less than bachelor's
127500,Man,IC,22,18,20,Less than bachelor's
151200,Man,Manager,34,7,26,Less than bachelor's
104000,Man,IC,30,6,5,Bachelor's
130000,Man,Manager,15,10,13,Bachelor's
80000,Man,Manager,20,11,8,Master's
122000,Man,IC,33,6,13,Bachelor's
130000,Man,IC,12,16,8,Master's
165000,Man,IC,16,14,6,Master's
48000,Man,IC,8,12,3,Less than bachelor's
130000,Man,IC,4,11,3,Master's
47000,Man,IC,8,13,2,Less than bachelor's
110000,Man,IC,11,16,6,Master's
80000,Man,IC,12,16,6,Master's
110000,Man,IC,8,17,5,Master's
88903,Man,IC,10,18,5,Less than bachelor's
101000,Man,IC,20,19,16,Less than bachelor's
75400,Man,IC,9,14,Less than 1 year,Bachelor's
120000,Man,IC,8,14,8,Master's
70000,Man,IC,7,12,6,Bachelor's
150000,Man,IC,27,10,11,Bachelor's
110000,Man,IC,7,15,2,Bachelor's
40000,Man,IC,6,17,2,Bachelor's
63000,Man,IC,14,23,10,Less than bachelor's
130000,Man,IC,24,10,13,Less than bachelor's
105000,Man,IC,3,21,1,Bachelor's
70000,Man,IC,12,10,3,Bachelor's
141000,Man,IC,20,11,10,Bachelor's
160000,Man,Manager,13,14,9,Bachelor's
