CompTotal	Education
78000.0	Less than bachelor's
70000.0	Master's
230000.0	Bachelor's
300000.0	Master's
62000.0	Bachelor's
86216.0	Bachelor's
127000.0	Bachelor's
80000.0	Bachelor's
160000.0	Less than bachelor's
85000.0	Bachelor's
130000.0	Bachelor's
115000.0	Master's
100000.0	Master's
130000.0	Bachelor's
150000.0	Master's
115000.0	Master's
49000.0	Bachelor's
150000.0	Bachelor's
115000.0	Less than bachelor's
125000.0	Less than bachelor's
156000.0	Master's
125000.0	Bachelor's
111000.0	Master's
130000.0	Bachelor's
70000.0	Bachelor's
77500.0	Bachelor's
95000.0	Master's
70000.0	Bachelor's
68000.0	Bachelor's
55000.0	Bachelor's
170000.0	Less than bachelor's
200000.0	Bachelor's
63000.0	Bachelor's
140000.0	Bachelor's
96000.0	Less than bachelor's
112000.0	Bachelor's
230000.0	Master's
125000.0	Bachelor's
110000.0	Bachelor's
135000.0	Master's
60000.0	Master's
60000.0	Bachelor's
126000.0	Bachelor's
80000.0	Bachelor's
140000.0	Bachelor's
175000.0	Bachelor's
126000.0	Bachelor's
82000.0	Master's
140000.0	Bachelor's
145000.0	Bachelor's
125000.0	Bachelor's
230000.0	Master's
250000.0	Master's
88000.0	Bachelor's
135000.0	Master's
75000.0	Less than bachelor's
80000.0	Bachelor's
110000.0	Master's
132000.0	Bachelor's
450000.0	Less than bachelor's
150000.0	Master's
32000.0	Less than bachelor's
167436.0	Bachelor's
140000.0	PhD
140000.0	Bachelor's
135000.0	Bachelor's
125000.0	Master's
74550.0	Bachelor's
232000.0	Bachelor's
185000.0	Master's
111000.0	Bachelor's
200000.0	Less than bachelor's
128500.0	Less than bachelor's
80000.0	Master's
88148.0	Less than bachelor's
120000.0	Less than bachelor's
93000.0	Bachelor's
140000.0	Bachelor's
84000.0	Bachelor's
75000.0	Bachelor's
80000.0	Master's
97000.0	PhD
130000.0	Bachelor's
80000.0	Master's
67500.0	Bachelor's
130000.0	Less than bachelor's
100000.0	Bachelor's
150000.0	Bachelor's
125000.0	Bachelor's
56250.0	Less than bachelor's
100000.0	Master's
66000.0	Bachelor's
73500.0	Less than bachelor's
65000.0	Bachelor's
130000.0	Bachelor's
98500.0	Bachelor's
60000.0	Less than bachelor's
53000.0	Bachelor's
109000.0	Bachelor's
260000.0	Less than bachelor's
97000.0	Less than bachelor's
94000.0	Less than bachelor's
101000.0	Bachelor's
250000.0	Bachelor's
120000.0	Master's
75000.0	Less than bachelor's
138000.0	Bachelor's
92000.0	Bachelor's
90000.0	Bachelor's
89000.0	Less than bachelor's
75000.0	Bachelor's
60000.0	Less than bachelor's
170000.0	Master's
34284.0	Master's
210000.0	Bachelor's
80000.0	Bachelor's
120000.0	Less than bachelor's
85000.0	Bachelor's
96000.0	Master's
100000.0	Bachelor's
70000.0	Bachelor's
90000.0	Less than bachelor's
200000.0	Master's
190000.0	Bachelor's
95000.0	Less than bachelor's
146000.0	Less than bachelor's
157500.0	Bachelor's
54000.0	Less than bachelor's
155000.0	Bachelor's
135000.0	Bachelor's
92000.0	Bachelor's
94000.0	Master's
85000.0	Bachelor's
80000.0	Master's
250000.0	Master's
160000.0	Master's
135000.0	Bachelor's
55000.0	Bachelor's
84000.0	Bachelor's
95000.0	Master's
135000.0	Master's
80000.0	Bachelor's
90000.0	Less than bachelor's
110000.0	Master's
60000.0	Bachelor's
70000.0	Bachelor's
90000.0	Bachelor's
127000.0	Master's
117000.0	Bachelor's
85000.0	Bachelor's
79000.0	Less than bachelor's
105000.0	Less than bachelor's
60000.0	Bachelor's
55000.0	Bachelor's
118000.0	Bachelor's
95000.0	Bachelor's
125000.0	Bachelor's
100000.0	Bachelor's
93000.0	Bachelor's
83000.0	Bachelor's
95000.0	Bachelor's
115000.0	Bachelor's
130000.0	Bachelor's
70000.0	Bachelor's
110000.0	Bachelor's
82000.0	Less than bachelor's
90000.0	Bachelor's
110000.0	Bachelor's
105000.0	Bachelor's
180000.0	Bachelor's
75000.0	Bachelor's
160000.0	Bachelor's
130000.0	Bachelor's
80000.0	Bachelor's
195000.0	Master's
56100.0	Bachelor's
95000.0	Bachelor's
95000.0	Less than bachelor's
92000.0	Bachelor's
74000.0	Bachelor's
100000.0	Bachelor's
70000.0	Bachelor's
48000.0	Bachelor's
85000.0	Bachelor's
80000.0	Master's
63000.0	Bachelor's
64000.0	Bachelor's
70000.0	Less than bachelor's
90000.0	Bachelor's
52000.0	Professional
500000.0	Bachelor's
123000.0	Bachelor's
115000.0	Bachelor's
75000.0	Bachelor's
82000.0	Master's
160000.0	Less than bachelor's
60000.0	Bachelor's
163500.0	Master's
51750.0	Less than bachelor's
80500.0	Bachelor's
96000.0	Bachelor's
52000.0	Bachelor's
250000.0	Master's
172000.0	Master's
200000.0	Master's
115000.0	Less than bachelor's
152500.0	Master's
51000.0	Bachelor's
105000.0	Master's
80000.0	Master's
126000.0	Bachelor's
100000.0	Less than bachelor's
77250.0	Bachelor's
55000.0	Less than bachelor's
104000.0	Master's
84000.0	Bachelor's
58000.0	Bachelor's
130000.0	Less than bachelor's
60000.0	Bachelor's
144000.0	Bachelor's
84000.0	Bachelor's
107000.0	Bachelor's
90000.0	Bachelor's
75000.0	Bachelor's
85000.0	Bachelor's
105000.0	Bachelor's
67000.0	Bachelor's
56800.0	Master's
215000.0	Less than bachelor's
115000.0	Less than bachelor's
130000.0	Master's
75000.0	Bachelor's
71085.0	Bachelor's
147500.0	Bachelor's
35000.0	Bachelor's
125000.0	Master's
110000.0	Bachelor's
80000.0	Bachelor's
75000.0	Master's
159500.0	Less than bachelor's
74000.0	Bachelor's
75000.0	Bachelor's
58000.0	Bachelor's
110000.0	Bachelor's
82500.0	Bachelor's
85000.0	Master's
149000.0	Bachelor's
64000.0	Bachelor's
52000.0	Bachelor's
180000.0	Bachelor's
75000.0	PhD
190000.0	Less than bachelor's
150000.0	Master's
80000.0	Less than bachelor's
70000.0	Master's
101000.0	Bachelor's
155000.0	Master's
90000.0	Bachelor's
143000.0	Less than bachelor's
115000.0	Bachelor's
66000.0	Less than bachelor's
85000.0	Bachelor's
62000.0	Master's
41000.0	Less than bachelor's
100000.0	Bachelor's
50000.0	Less than bachelor's
75000.0	Master's
93000.0	Bachelor's
110000.0	Bachelor's
105000.0	Bachelor's
115000.0	Less than bachelor's
90000.0	Bachelor's
40000.0	Bachelor's
70000.0	Master's
130000.0	Bachelor's
70000.0	Master's
110000.0	Master's
120000.0	Bachelor's
68000.0	Less than bachelor's
80000.0	PhD
87000.0	Bachelor's
85000.0	Bachelor's
125091.0	Master's
74000.0	Less than bachelor's
68500.0	Master's
90000.0	Less than bachelor's
72000.0	Bachelor's
87000.0	Master's
146000.0	Bachelor's
40000.0	Less than bachelor's
94000.0	Master's
44000.0	Bachelor's
80000.0	Less than bachelor's
85000.0	Bachelor's
130000.0	Bachelor's
145000.0	Bachelor's
84000.0	Bachelor's
112500.0	Master's
157080.0	Bachelor's
90000.0	Bachelor's
160000.0	Less than bachelor's
115000.0	Master's
64680.0	Bachelor's
90000.0	Bachelor's
175000.0	Bachelor's
54000.0	PhD
85000.0	Less than bachelor's
160000.0	PhD
133500.0	Bachelor's
40000.0	PhD
82000.0	Bachelor's
160000.0	Bachelor's
150000.0	Bachelor's
69000.0	Bachelor's
40000.0	Less than bachelor's
115000.0	Bachelor's
70000.0	Bachelor's
130000.0	Bachelor's
132000.0	Master's
70000.0	Bachelor's
66600.0	Master's
40000.0	Bachelor's
110000.0	Less than bachelor's
55000.0	Less than bachelor's
350000.0	Bachelor's
81500.0	Master's
156000.0	Bachelor's
175000.0	Less than bachelor's
133000.0	Bachelor's
96000.0	Bachelor's
83000.0	Master's
120000.0	Less than bachelor's
95000.0	Bachelor's
140000.0	Bachelor's
71500.0	Bachelor's
128000.0	Bachelor's
70000.0	Bachelor's
114000.0	Bachelor's
260000.0	PhD
117000.0	Bachelor's
140000.0	Less than bachelor's
138000.0	Bachelor's
150000.0	Bachelor's
140000.0	Bachelor's
100000.0	Bachelor's
57000.0	Bachelor's
170000.0	Bachelor's
67000.0	Less than bachelor's
280000.0	Master's
92000.0	Bachelor's
88000.0	Less than bachelor's
110000.0	Less than bachelor's
126000.0	Bachelor's
150000.0	Bachelor's
70000.0	Bachelor's
120000.0	Bachelor's
83000.0	Bachelor's
75000.0	Bachelor's
95000.0	Bachelor's
95000.0	Bachelor's
150000.0	Bachelor's
130000.0	Less than bachelor's
135470.0	Master's
70000.0	PhD
130000.0	Master's
138000.0	Bachelor's
108470.0	Bachelor's
102000.0	Bachelor's
105000.0	Less than bachelor's
140000.0	Less than bachelor's
130000.0	Bachelor's
100000.0	Bachelor's
70000.0	Bachelor's
250000.0	Master's
69500.0	Bachelor's
70000.0	Master's
120000.0	Master's
135000.0	Master's
143500.0	Bachelor's
105000.0	Bachelor's
91500.0	Bachelor's
109000.0	Bachelor's
72500.0	Bachelor's
85000.0	Bachelor's
140000.0	Less than bachelor's
176230.0	Less than bachelor's
180000.0	Bachelor's
100000.0	Less than bachelor's
100000.0	Bachelor's
124000.0	Master's
60000.0	Bachelor's
156000.0	PhD
50000.0	Bachelor's
80000.0	Bachelor's
337000.0	Less than bachelor's
135000.0	Less than bachelor's
130000.0	Bachelor's
135000.0	Bachelor's
200000.0	Master's
90000.0	Bachelor's
240000.0	Master's
85000.0	Bachelor's
153500.0	Bachelor's
91000.0	Bachelor's
84000.0	Master's
65000.0	Bachelor's
70000.0	Master's
123000.0	Bachelor's
161000.0	Master's
90000.0	Master's
100000.0	Master's
110000.0	Bachelor's
68000.0	Bachelor's
80000.0	Bachelor's
126000.0	Master's
110000.0	Bachelor's
75000.0	Less than bachelor's
58000.0	Bachelor's
100000.0	Bachelor's
99000.0	Bachelor's
120000.0	Master's
240000.0	Less than bachelor's
95000.0	Master's
70000.0	Bachelor's
155000.0	Less than bachelor's
250000.0	PhD
175000.0	Master's
95000.0	Bachelor's
68000.0	Bachelor's
113000.0	Less than bachelor's
160000.0	Bachelor's
57000.0	Less than bachelor's
37000.0	Less than bachelor's
170000.0	PhD
85000.0	Bachelor's
180000.0	Less than bachelor's
108000.0	Bachelor's
40000.0	Less than bachelor's
50000.0	Bachelor's
130000.0	Master's
173000.0	Master's
128000.0	Bachelor's
76450.0	Bachelor's
140000.0	Master's
125000.0	Bachelor's
105000.0	Professional
220000.0	Bachelor's
140000.0	Bachelor's
67000.0	Less than bachelor's
157000.0	Bachelor's
100000.0	Less than bachelor's
155000.0	Master's
140000.0	Less than bachelor's
145000.0	Bachelor's
75000.0	Bachelor's
90000.0	Bachelor's
70000.0	Bachelor's
100000.0	Master's
55000.0	Bachelor's
69300.0	Bachelor's
112000.0	Bachelor's
115000.0	Bachelor's
100000.0	Master's
105000.0	Bachelor's
115000.0	Bachelor's
115000.0	Bachelor's
139150.0	Less than bachelor's
420000.0	Less than bachelor's
120000.0	Bachelor's
100000.0	Less than bachelor's
80000.0	Bachelor's
106500.0	Bachelor's
66300.0	Bachelor's
63000.0	Bachelor's
60000.0	Bachelor's
55000.0	Bachelor's
132000.0	Master's
185000.0	PhD
98000.0	PhD
140000.0	Master's
150000.0	Bachelor's
120000.0	Bachelor's
430000.0	Bachelor's
110000.0	Less than bachelor's
129000.0	Master's
125000.0	Bachelor's
130000.0	Bachelor's
89000.0	Bachelor's
240000.0	Less than bachelor's
87000.0	Bachelor's
60000.0	Bachelor's
85000.0	Bachelor's
126000.0	Master's
91000.0	Bachelor's
151000.0	Bachelor's
150552.0	PhD
190000.0	Master's
135000.0	Bachelor's
103000.0	Bachelor's
85000.0	Master's
75000.0	Master's
55000.0	Less than bachelor's
50000.0	Bachelor's
40000.0	Master's
150000.0	Bachelor's
100000.0	PhD
137000.0	Bachelor's
129000.0	Master's
76000.0	Bachelor's
60000.0	Less than bachelor's
182000.0	Bachelor's
160000.0	Bachelor's
120000.0	Less than bachelor's
125000.0	Bachelor's
125000.0	Bachelor's
125000.0	Bachelor's
400000.0	PhD
100000.0	Bachelor's
104000.0	Less than bachelor's
50000.0	Less than bachelor's
72600.0	Bachelor's
63000.0	Bachelor's
99000.0	Bachelor's
200000.0	Bachelor's
185000.0	Master's
130000.0	Bachelor's
142000.0	Less than bachelor's
89400.0	Bachelor's
135000.0	Bachelor's
160000.0	Less than bachelor's
67000.0	Bachelor's
123000.0	Less than bachelor's
97075.0	Bachelor's
225000.0	Bachelor's
100000.0	Bachelor's
110000.0	Master's
78000.0	Bachelor's
100000.0	Bachelor's
170000.0	Bachelor's
80000.0	Bachelor's
110000.0	Master's
66000.0	Less than bachelor's
165000.0	Master's
121500.0	Less than bachelor's
110000.0	Bachelor's
100000.0	Bachelor's
100000.0	Bachelor's
50000.0	Bachelor's
70000.0	Less than bachelor's
115000.0	Bachelor's
110000.0	Less than bachelor's
65000.0	Bachelor's
75000.0	Bachelor's
110000.0	Bachelor's
106000.0	Bachelor's
70000.0	Less than bachelor's
63000.0	Master's
83750.0	Bachelor's
67250.0	Bachelor's
130000.0	PhD
130000.0	Master's
166600.0	Bachelor's
105000.0	Bachelor's
80750.0	Master's
100000.0	Bachelor's
179000.0	Master's
117000.0	Bachelor's
100000.0	Bachelor's
112600.0	Bachelor's
115000.0	Less than bachelor's
49188.0	PhD
100000.0	Bachelor's
60000.0	Bachelor's
150000.0	Bachelor's
135000.0	Bachelor's
120000.0	Master's
137000.0	Bachelor's
150000.0	Bachelor's
77000.0	Master's
115000.0	Master's
115000.0	Bachelor's
160000.0	Bachelor's
90000.0	Master's
76500.0	Bachelor's
95000.0	Bachelor's
85000.0	Master's
120000.0	Less than bachelor's
117500.0	Bachelor's
70000.0	Less than bachelor's
40000.0	Bachelor's
73102.0	Bachelor's
98000.0	Master's
300000.0	Master's
170000.0	Bachelor's
150000.0	Bachelor's
75000.0	Bachelor's
101500.0	Master's
70000.0	Less than bachelor's
103000.0	Bachelor's
215000.0	Less than bachelor's
270000.0	Bachelor's
36000.0	Master's
82000.0	Master's
260000.0	Master's
97000.0	Master's
75000.0	Bachelor's
104000.0	Bachelor's
187000.0	Master's
100000.0	Bachelor's
135000.0	Bachelor's
93000.0	PhD
64000.0	Master's
130000.0	Less than bachelor's
130000.0	Bachelor's
65000.0	Bachelor's
125000.0	Bachelor's
165600.0	Bachelor's
200000.0	Bachelor's
68000.0	Bachelor's
90000.0	Bachelor's
86100.0	Less than bachelor's
95000.0	Bachelor's
110000.0	Less than bachelor's
250000.0	Master's
110000.0	Master's
120000.0	Bachelor's
150000.0	Bachelor's
150000.0	Master's
250000.0	Bachelor's
70000.0	Bachelor's
120000.0	Bachelor's
105000.0	Less than bachelor's
80000.0	Master's
150000.0	Bachelor's
104750.0	Bachelor's
125000.0	Bachelor's
85000.0	Bachelor's
103000.0	Bachelor's
45700.0	Bachelor's
34000.0	Bachelor's
75000.0	Bachelor's
125000.0	Bachelor's
51000.0	Less than bachelor's
140000.0	Bachelor's
80000.0	Less than bachelor's
200000.0	Bachelor's
47000.0	Less than bachelor's
85000.0	Bachelor's
120000.0	Bachelor's
155000.0	Less than bachelor's
90000.0	Bachelor's
140000.0	Less than bachelor's
60000.0	Bachelor's
73000.0	Bachelor's
148400.0	Bachelor's
76000.0	Less than bachelor's
97000.0	Master's
120000.0	Bachelor's
120000.0	Less than bachelor's
115000.0	Bachelor's
140000.0	Master's
110000.0	Bachelor's
225000.0	Less than bachelor's
65000.0	Bachelor's
150000.0	Master's
130000.0	PhD
69000.0	Bachelor's
125000.0	Bachelor's
155000.0	Bachelor's
110000.0	Bachelor's
145000.0	Bachelor's
134000.0	PhD
165000.0	Bachelor's
81500.0	Less than bachelor's
105000.0	Bachelor's
95000.0	Master's
185000.0	Bachelor's
60000.0	Bachelor's
90000.0	Bachelor's
126000.0	Bachelor's
87300.0	Bachelor's
95000.0	Bachelor's
126126.0	Less than bachelor's
131000.0	Bachelor's
160000.0	Bachelor's
82000.0	Bachelor's
100000.0	Bachelor's
65000.0	Master's
55000.0	Master's
120000.0	Master's
72500.0	Bachelor's
180000.0	Master's
225000.0	Master's
120000.0	Master's
70000.0	Bachelor's
95000.0	Bachelor's
135000.0	Bachelor's
150000.0	Bachelor's
165000.0	Bachelor's
120000.0	Bachelor's
180000.0	Bachelor's
90000.0	Master's
60000.0	Bachelor's
90000.0	Bachelor's
65000.0	Master's
82500.0	Master's
130000.0	Bachelor's
84000.0	Master's
100000.0	Master's
95000.0	Master's
93000.0	Bachelor's
159000.0	Less than bachelor's
103000.0	Bachelor's
130000.0	Less than bachelor's
113000.0	Master's
135000.0	Less than bachelor's
200000.0	Bachelor's
187000.0	Bachelor's
85000.0	Bachelor's
146000.0	Less than bachelor's
110000.0	Bachelor's
90000.0	Bachelor's
110000.0	Bachelor's
80000.0	Bachelor's
200000.0	Bachelor's
350000.0	Master's
130000.0	Bachelor's
76000.0	Master's
130000.0	Bachelor's
120000.0	Master's
80000.0	Master's
70000.0	Bachelor's
125000.0	Bachelor's
60000.0	Bachelor's
70000.0	Bachelor's
140000.0	Bachelor's
65000.0	Less than bachelor's
60000.0	Bachelor's
180000.0	Bachelor's
146000.0	Master's
300000.0	Master's
74500.0	Less than bachelor's
175000.0	Bachelor's
140000.0	Master's
60000.0	Bachelor's
118000.0	Bachelor's
270000.0	Less than bachelor's
90000.0	Bachelor's
137500.0	Bachelor's
50000.0	Less than bachelor's
170000.0	Less than bachelor's
148000.0	Bachelor's
165500.0	Bachelor's
159000.0	Bachelor's
85000.0	Less than bachelor's
110000.0	PhD
125000.0	Bachelor's
81543.0	Bachelor's
50000.0	Bachelor's
75000.0	Less than bachelor's
125000.0	Bachelor's
375000.0	Master's
120000.0	Less than bachelor's
97000.0	Bachelor's
110000.0	Bachelor's
220000.0	PhD
85000.0	Bachelor's
95000.0	Less than bachelor's
92000.0	Bachelor's
156000.0	Less than bachelor's
255000.0	Bachelor's
130000.0	Bachelor's
145000.0	Bachelor's
92000.0	Bachelor's
1025000.0	Less than bachelor's
121000.0	Bachelor's
52000.0	Bachelor's
190000.0	Master's
138000.0	PhD
120000.0	Bachelor's
130000.0	Master's
200000.0	Less than bachelor's
135000.0	Bachelor's
150000.0	Bachelor's
50000.0	Bachelor's
100000.0	Less than bachelor's
140000.0	Bachelor's
110000.0	Bachelor's
85000.0	Bachelor's
125000.0	Bachelor's
86000.0	Bachelor's
140000.0	Bachelor's
120000.0	Bachelor's
93000.0	Less than bachelor's
105000.0	Bachelor's
195249.0	Bachelor's
445000.0	Bachelor's
95000.0	Less than bachelor's
118000.0	Bachelor's
60000.0	Bachelor's
110000.0	Master's
78000.0	Master's
58000.0	Bachelor's
92230.0	Less than bachelor's
93600.0	Bachelor's
180000.0	Bachelor's
160000.0	Bachelor's
130000.0	Bachelor's
75000.0	Less than bachelor's
89000.0	Less than bachelor's
65000.0	Bachelor's
105000.0	Less than bachelor's
110000.0	Less than bachelor's
115000.0	Bachelor's
160000.0	Bachelor's
150000.0	Bachelor's
65000.0	Bachelor's
139000.0	Less than bachelor's
150000.0	Master's
91000.0	Bachelor's
132000.0	Bachelor's
60000.0	Bachelor's
250000.0	Bachelor's
33000.0	Master's
116000.0	Bachelor's
215000.0	Less than bachelor's
56160.0	Less than bachelor's
70000.0	Less than bachelor's
171000.0	Master's
135000.0	Bachelor's
72000.0	Bachelor's
90000.0	Less than bachelor's
175000.0	Master's
130000.0	PhD
200000.0	Bachelor's
155000.0	PhD
80000.0	Master's
60000.0	Bachelor's
129000.0	Bachelor's
106000.0	Bachelor's
105000.0	Bachelor's
100000.0	Master's
350000.0	Master's
160000.0	Master's
110000.0	Less than bachelor's
180000.0	Bachelor's
55000.0	Bachelor's
65000.0	Bachelor's
106500.0	Master's
104000.0	Bachelor's
88000.0	Bachelor's
450000.0	Bachelor's
60000.0	Bachelor's
210000.0	Bachelor's
155000.0	Bachelor's
88000.0	Bachelor's
192000.0	Less than bachelor's
75000.0	Bachelor's
95000.0	Master's
75000.0	Bachelor's
90000.0	Bachelor's
50000.0	Bachelor's
200000.0	PhD
109453.0	Bachelor's
63000.0	Bachelor's
135000.0	Master's
129000.0	Less than bachelor's
90000.0	Bachelor's
60000.0	Master's
130000.0	Less than bachelor's
120000.0	Less than bachelor's
137000.0	Bachelor's
75000.0	Bachelor's
82000.0	Master's
105000.0	Master's
126000.0	Bachelor's
132000.0	Bachelor's
91107.0	Bachelor's
210000.0	Bachelor's
66000.0	Bachelor's
81000.0	Bachelor's
62000.0	Less than bachelor's
126000.0	Bachelor's
125000.0	Bachelor's
115000.0	Less than bachelor's
167000.0	Master's
52127.0	Bachelor's
130000.0	Bachelor's
85000.0	Bachelor's
80000.0	Less than bachelor's
150000.0	Bachelor's
140000.0	Bachelor's
80000.0	Less than bachelor's
105000.0	Bachelor's
82000.0	Bachelor's
140000.0	Master's
150000.0	Bachelor's
75000.0	Less than bachelor's
230000.0	Master's
170000.0	Bachelor's
157000.0	Master's
96000.0	Bachelor's
175000.0	Bachelor's
60000.0	Less than bachelor's
63700.0	Bachelor's
40150.0	Bachelor's
70000.0	Bachelor's
70000.0	Bachelor's
150000.0	Bachelor's
133500.0	Less than bachelor's
316000.0	Master's
55000.0	Bachelor's
145000.0	PhD
175000.0	Master's
105000.0	Bachelor's
92000.0	PhD
131500.0	Less than bachelor's
45000.0	Less than bachelor's
167000.0	Bachelor's
144000.0	Bachelor's
135000.0	Bachelor's
62000.0	Less than bachelor's
60000.0	Bachelor's
51200.0	Bachelor's
65000.0	Less than bachelor's
55000.0	Bachelor's
160000.0	Less than bachelor's
111000.0	Bachelor's
135000.0	PhD
103000.0	Bachelor's
150000.0	Bachelor's
190000.0	Bachelor's
90000.0	Less than bachelor's
147500.0	Bachelor's
140000.0	Bachelor's
110000.0	Bachelor's
50720.0	Bachelor's
62500.0	Bachelor's
115000.0	Master's
170000.0	Master's
130000.0	Bachelor's
75000.0	Bachelor's
130000.0	Bachelor's
65036.0	Bachelor's
100000.0	Less than bachelor's
150000.0	Bachelor's
155000.0	Bachelor's
55000.0	Bachelor's
114000.0	Less than bachelor's
130000.0	Bachelor's
60000.0	Bachelor's
135000.0	Bachelor's
160000.0	Bachelor's
120000.0	Less than bachelor's
63000.0	Bachelor's
175000.0	Less than bachelor's
75000.0	Bachelor's
65000.0	Bachelor's
133400.0	Bachelor's
153000.0	Bachelor's
80000.0	Bachelor's
120000.0	Less than bachelor's
98000.0	Bachelor's
110000.0	Bachelor's
175000.0	Master's
95000.0	Master's
110000.0	Bachelor's
130000.0	Master's
182500.0	Master's
60000.0	Master's
140000.0	Bachelor's
63000.0	Bachelor's
130000.0	Bachelor's
102000.0	Bachelor's
115000.0	Bachelor's
142000.0	Bachelor's
65000.0	Master's
115000.0	Bachelor's
95000.0	Less than bachelor's
100000.0	Bachelor's
96000.0	Bachelor's
110650.0	Less than bachelor's
94600.0	Bachelor's
72500.0	Bachelor's
78000.0	Bachelor's
120000.0	Less than bachelor's
97850.0	Bachelor's
106000.0	Master's
45000.0	Bachelor's
130000.0	Less than bachelor's
151800.0	Less than bachelor's
230000.0	Bachelor's
53500.0	Bachelor's
100000.0	Bachelor's
70000.0	Bachelor's
58000.0	Bachelor's
77500.0	Bachelor's
100000.0	Bachelor's
48000.0	Professional
135000.0	Master's
490600.0	Less than bachelor's
57000.0	Less than bachelor's
83000.0	Bachelor's
80500.0	Bachelor's
120000.0	Less than bachelor's
52000.0	Bachelor's
104000.0	Bachelor's
210000.0	Bachelor's
85000.0	Less than bachelor's
225000.0	Less than bachelor's
90000.0	Master's
105000.0	Less than bachelor's
200000.0	PhD
78000.0	Bachelor's
65000.0	Bachelor's
125000.0	Bachelor's
140000.0	Bachelor's
137000.0	Bachelor's
103000.0	Less than bachelor's
143000.0	Less than bachelor's
115000.0	Master's
155000.0	Master's
125000.0	Bachelor's
84000.0	Bachelor's
100000.0	Bachelor's
70000.0	Bachelor's
94000.0	Bachelor's
150000.0	Master's
140000.0	Bachelor's
154000.0	Master's
81000.0	Bachelor's
99000.0	Bachelor's
60000.0	Bachelor's
55000.0	Bachelor's
75000.0	Bachelor's
135000.0	Bachelor's
125000.0	Less than bachelor's
116000.0	Less than bachelor's
103000.0	Less than bachelor's
115000.0	Bachelor's
120000.0	PhD
90000.0	Bachelor's
45000.0	Less than bachelor's
150000.0	Bachelor's
239000.0	Bachelor's
100000.0	Bachelor's
950000.0	Bachelor's
120000.0	Bachelor's
124000.0	Master's
79000.0	Bachelor's
115000.0	Bachelor's
106000.0	Bachelor's
132000.0	Master's
160000.0	Less than bachelor's
107000.0	Less than bachelor's
90000.0	Master's
90000.0	Master's
135000.0	Bachelor's
46000.0	Bachelor's
320000.0	Bachelor's
168000.0	Bachelor's
84000.0	Bachelor's
93000.0	Master's
91000.0	Bachelor's
188000.0	Bachelor's
74000.0	Bachelor's
128784.0	Less than bachelor's
177000.0	Master's
150000.0	Master's
115000.0	Bachelor's
81000.0	Bachelor's
105000.0	Less than bachelor's
110000.0	Less than bachelor's
175000.0	Less than bachelor's
72800.0	Bachelor's
200000.0	Bachelor's
135000.0	Master's
104000.0	Bachelor's
61000.0	Bachelor's
85000.0	Bachelor's
100000.0	Master's
120000.0	Bachelor's
65000.0	Bachelor's
80000.0	Bachelor's
120000.0	Master's
200000.0	Bachelor's
100000.0	Less than bachelor's
52000.0	Bachelor's
75000.0	Master's
150000.0	Less than bachelor's
80000.0	Less than bachelor's
77000.0	Less than bachelor's
79000.0	Master's
78000.0	Bachelor's
100000.0	Less than bachelor's
32000.0	Less than bachelor's
50000.0	Bachelor's
210000.0	Bachelor's
136000.0	Bachelor's
150000.0	Bachelor's
69000.0	Bachelor's
130000.0	Less than bachelor's
75400.0	Less than bachelor's
120000.0	Less than bachelor's
135000.0	Bachelor's
115000.0	Bachelor's
85000.0	Master's
130000.0	Bachelor's
102500.0	Bachelor's
96750.0	Bachelor's
90000.0	Bachelor's
78814.0	Bachelor's
131500.0	Bachelor's
71000.0	Bachelor's
140000.0	Bachelor's
108000.0	Master's
165000.0	Bachelor's
85000.0	Bachelor's
210000.0	Less than bachelor's
96000.0	Bachelor's
55595.0	Bachelor's
225000.0	Bachelor's
105000.0	Bachelor's
107500.0	Master's
700000.0	PhD
100000.0	Less than bachelor's
78000.0	Master's
58000.0	Bachelor's
66000.0	Master's
77000.0	Bachelor's
105000.0	Bachelor's
170000.0	Master's
62000.0	Bachelor's
86200.0	Master's
115000.0	Bachelor's
128500.0	Bachelor's
165000.0	Bachelor's
110000.0	Less than bachelor's
134000.0	Less than bachelor's
76000.0	Bachelor's
95000.0	Less than bachelor's
102000.0	Master's
70000.0	Master's
124000.0	Master's
125000.0	Bachelor's
220000.0	PhD
85000.0	Less than bachelor's
130000.0	Bachelor's
105000.0	Bachelor's
117000.0	PhD
150000.0	Bachelor's
275000.0	Master's
66000.0	Bachelor's
80000.0	Bachelor's
57000.0	Bachelor's
89500.0	Bachelor's
81000.0	Master's
190000.0	Bachelor's
98000.0	Master's
52000.0	Bachelor's
94500.0	Bachelor's
130000.0	Master's
70000.0	Master's
115000.0	Master's
200000.0	Bachelor's
125000.0	Less than bachelor's
90000.0	Master's
165000.0	Less than bachelor's
128000.0	Less than bachelor's
145000.0	Bachelor's
121500.0	Master's
320000.0	Bachelor's
76876.0	Bachelor's
166000.0	Master's
150000.0	Bachelor's
138000.0	Bachelor's
200000.0	Bachelor's
130000.0	Bachelor's
136500.0	Master's
150000.0	Bachelor's
115000.0	Bachelor's
45000.0	Bachelor's
75000.0	Master's
85000.0	Master's
60000.0	Less than bachelor's
90000.0	Less than bachelor's
100000.0	Master's
200000.0	Master's
88000.0	Bachelor's
320000.0	Master's
98000.0	Less than bachelor's
80000.0	Bachelor's
150000.0	Master's
126000.0	Less than bachelor's
137800.0	Bachelor's
44000.0	Less than bachelor's
130000.0	Bachelor's
