company	date	price
GOOGL	2020-08-03	1482.76001
GOOGL	2020-08-04	1473.300049
GOOGL	2020-08-05	1479.089966
GOOGL	2020-08-06	1504.949951
GOOGL	2020-08-07	1498.369995
GOOGL	2020-08-10	1496.819946
GOOGL	2020-08-11	1480.540039
GOOGL	2020-08-12	1507.23999
GOOGL	2020-08-13	1516.650024
GOOGL	2020-08-14	1504.630005
GOOGL	2020-08-17	1516.23999
GOOGL	2020-08-18	1555.780029
GOOGL	2020-08-19	1544.609985
GOOGL	2020-08-20	1576.25
GOOGL	2020-08-21	1575.569946
GOOGL	2020-08-24	1585.150024
GOOGL	2020-08-25	1605.849976
GOOGL	2020-08-26	1644.130005
GOOGL	2020-08-27	1628.52002
GOOGL	2020-08-28	1639.430054
GOOGL	2020-08-31	1629.530029
GOOGL	2020-09-01	1655.079956
GOOGL	2020-09-02	1717.390015
GOOGL	2020-09-03	1629.51001
GOOGL	2020-09-04	1581.209961
GOOGL	2020-09-08	1523.599976
GOOGL	2020-09-09	1547.22998
GOOGL	2020-09-10	1526.050049
GOOGL	2020-09-11	1515.76001
GOOGL	2020-09-14	1508.829956
GOOGL	2020-09-15	1535.119995
GOOGL	2020-09-16	1512.089966
GOOGL	2020-09-17	1487.040039
GOOGL	2020-09-18	1451.089966
GOOGL	2020-09-21	1430.140015
GOOGL	2020-09-22	1459.819946
GOOGL	2020-09-23	1409.390015
GOOGL	2020-09-24	1422.859985
GOOGL	2020-09-25	1439.060059
GOOGL	2020-09-28	1458.660034
GOOGL	2020-09-29	1466.02002
GOOGL	2020-09-30	1465.599976
GOOGL	2020-10-01	1487.900024
GOOGL	2020-10-02	1455.599976
GOOGL	2020-10-05	1482.829956
GOOGL	2020-10-06	1451.02002
GOOGL	2020-10-07	1459.140015
GOOGL	2020-10-08	1483.430054
GOOGL	2020-10-09	1510.449951
GOOGL	2020-10-12	1564.589966
GOOGL	2020-10-13	1567.069946
GOOGL	2020-10-14	1563.439941
GOOGL	2020-10-15	1555.469971
GOOGL	2020-10-16	1567.699951
GOOGL	2020-10-19	1529.949951
GOOGL	2020-10-20	1551.079956
GOOGL	2020-10-21	1585.98999
GOOGL	2020-10-22	1606.660034
GOOGL	2020-10-23	1632.97998
GOOGL	2020-10-26	1584.290039
GOOGL	2020-10-27	1598.880005
GOOGL	2020-10-28	1510.800049
GOOGL	2020-10-29	1556.880005
GOOGL	2020-10-30	1616.109985
GOOGL	2020-11-02	1624.319946
GOOGL	2020-11-03	1645.660034
GOOGL	2020-11-04	1745.849976
GOOGL	2020-11-05	1762.5
GOOGL	2020-11-06	1759.72998
GOOGL	2020-11-09	1761.420044
GOOGL	2020-11-10	1737.719971
GOOGL	2020-11-11	1747.22998
GOOGL	2020-11-12	1742.819946
GOOGL	2020-11-13	1772.26001
GOOGL	2020-11-16	1774.030029
GOOGL	2020-11-17	1761.660034
GOOGL	2020-11-18	1740.640015
GOOGL	2020-11-19	1758.569946
GOOGL	2020-11-20	1736.380005
GOOGL	2020-11-23	1727.560059
GOOGL	2020-11-24	1763.900024
GOOGL	2020-11-25	1764.130005
GOOGL	2020-11-27	1787.02002
GOOGL	2020-11-30	1754.400024
GOOGL	2020-12-01	1795.359985
GOOGL	2020-12-02	1824.969971
GOOGL	2020-12-03	1821.839966
GOOGL	2020-12-04	1823.76001
GOOGL	2020-12-07	1817.030029
GOOGL	2020-12-08	1811.329956
GOOGL	2020-12-09	1777.859985
GOOGL	2020-12-10	1767.650024
GOOGL	2020-12-11	1774.800049
GOOGL	2020-12-14	1752.26001
GOOGL	2020-12-15	1761.079956
GOOGL	2020-12-16	1757.189941
GOOGL	2020-12-17	1740.51001
GOOGL	2020-12-18	1726.219971
GOOGL	2020-12-21	1734.560059
GOOGL	2020-12-22	1720.219971
GOOGL	2020-12-23	1728.22998
GOOGL	2020-12-24	1734.160034
GOOGL	2020-12-28	1773.959961
GOOGL	2020-12-29	1757.76001
GOOGL	2020-12-30	1736.25
GOOGL	2020-12-31	1752.640015
GOOGL	2021-01-04	1726.130005
GOOGL	2021-01-05	1740.050049
GOOGL	2021-01-06	1722.880005
GOOGL	2021-01-07	1774.339966
GOOGL	2021-01-08	1797.829956
GOOGL	2021-01-11	1756.290039
GOOGL	2021-01-12	1737.430054
GOOGL	2021-01-13	1747.25
GOOGL	2021-01-14	1730.920044
GOOGL	2021-01-15	1727.619995
GOOGL	2021-01-19	1784.469971
GOOGL	2021-01-20	1880.069946
GOOGL	2021-01-21	1884.150024
GOOGL	2021-01-22	1892.560059
GOOGL	2021-01-25	1894.280029
GOOGL	2021-01-26	1907.949951
GOOGL	2021-01-27	1818.939941
GOOGL	2021-01-28	1853.199951
GOOGL	2021-01-29	1827.359985
GOOGL	2021-02-01	1893.069946
GOOGL	2021-02-02	1919.119995
GOOGL	2021-02-03	2058.879883
GOOGL	2021-02-04	2053.629883
GOOGL	2021-02-05	2088.830078
GOOGL	2021-02-08	2084.52002
GOOGL	2021-02-09	2075.389893
GOOGL	2021-02-10	2086.47998
GOOGL	2021-02-11	2088.75
GOOGL	2021-02-12	2095.030029
GOOGL	2021-02-16	2110.699951
GOOGL	2021-02-17	2118.620117
GOOGL	2021-02-18	2105.810059
GOOGL	2021-02-19	2088.810059
GOOGL	2021-02-22	2054.26001
GOOGL	2021-02-23	2060.120117
GOOGL	2021-02-24	2083.810059
GOOGL	2021-02-25	2015.949951
GOOGL	2021-02-26	2021.910034
GOOGL	2021-03-01	2069.659912
GOOGL	2021-03-02	2064.47998
GOOGL	2021-03-03	2011.410034
GOOGL	2021-03-04	2033.930054
GOOGL	2021-03-05	2097.070068
GOOGL	2021-03-08	2007.5
GOOGL	2021-03-09	2040.359985
GOOGL	2021-03-10	2036.189941
GOOGL	2021-03-11	2100.540039
GOOGL	2021-03-12	2050
GOOGL	2021-03-15	2054.439941
GOOGL	2021-03-16	2083.889893
GOOGL	2021-03-17	2082.219971
GOOGL	2021-03-18	2021.339966
GOOGL	2021-03-19	2026.959961
GOOGL	2021-03-22	2030.689941
GOOGL	2021-03-23	2041.329956
GOOGL	2021-03-24	2032.530029
GOOGL	2021-03-25	2032.459961
GOOGL	2021-03-26	2024.72998
GOOGL	2021-03-29	2045.790039
GOOGL	2021-03-30	2046.469971
GOOGL	2021-03-31	2062.52002
GOOGL	2021-04-01	2129.780029
GOOGL	2021-04-05	2218.959961
GOOGL	2021-04-06	2209.26001
GOOGL	2021-04-07	2239.030029
GOOGL	2021-04-08	2250.429932
GOOGL	2021-04-09	2270.669922
GOOGL	2021-04-12	2244.620117
GOOGL	2021-04-13	2254.429932
GOOGL	2021-04-14	2241.909912
FB	2020-01-02	209.779999
FB	2020-01-03	208.669998
FB	2020-01-06	212.600006
FB	2020-01-07	213.059998
FB	2020-01-08	215.220001
FB	2020-01-09	218.300003
FB	2020-01-10	218.059998
FB	2020-01-13	221.910004
FB	2020-01-14	219.059998
FB	2020-01-15	221.149994
FB	2020-01-16	221.770004
FB	2020-01-17	222.139999
FB	2020-01-21	221.440002
FB	2020-01-22	221.320007
FB	2020-01-23	219.759995
FB	2020-01-24	217.940002
FB	2020-01-27	214.869995
FB	2020-01-28	217.789993
FB	2020-01-29	223.229996
FB	2020-01-30	209.529999
FB	2020-01-31	201.910004
FB	2020-02-03	204.190002
FB	2020-02-04	209.830002
FB	2020-02-05	210.110001
FB	2020-02-06	210.850006
FB	2020-02-07	212.330002
FB	2020-02-10	213.059998
FB	2020-02-11	207.190002
FB	2020-02-12	210.759995
FB	2020-02-13	213.139999
FB	2020-02-14	214.179993
FB	2020-02-18	217.800003
FB	2020-02-19	217.490005
FB	2020-02-20	214.580002
FB	2020-02-21	210.179993
FB	2020-02-24	200.720001
FB	2020-02-25	196.770004
FB	2020-02-26	197.199997
FB	2020-02-27	189.75
FB	2020-02-28	192.470001
FB	2020-03-02	196.440002
FB	2020-03-03	185.889999
FB	2020-03-04	191.759995
FB	2020-03-05	185.169998
FB	2020-03-06	181.089996
FB	2020-03-09	169.5
FB	2020-03-10	178.190002
FB	2020-03-11	170.240005
FB	2020-03-12	154.470001
FB	2020-03-13	170.279999
FB	2020-03-16	146.009995
FB	2020-03-17	149.419998
FB	2020-03-18	146.960007
FB	2020-03-19	153.130005
FB	2020-03-20	149.729996
FB	2020-03-23	148.100006
FB	2020-03-24	160.979996
FB	2020-03-25	156.210007
FB	2020-03-26	163.339996
FB	2020-03-27	156.789993
FB	2020-03-30	165.949997
FB	2020-03-31	166.800003
FB	2020-04-01	159.600006
FB	2020-04-02	158.190002
FB	2020-04-03	154.179993
FB	2020-04-06	165.550003
FB	2020-04-07	168.830002
FB	2020-04-08	174.279999
FB	2020-04-09	175.190002
FB	2020-04-13	174.789993
FB	2020-04-14	178.169998
FB	2020-04-15	176.970001
FB	2020-04-16	176.25
FB	2020-04-17	179.240005
FB	2020-04-20	178.240005
FB	2020-04-21	170.800003
FB	2020-04-22	182.279999
FB	2020-04-23	185.130005
FB	2020-04-24	190.070007
FB	2020-04-27	187.5
FB	2020-04-28	182.910004
FB	2020-04-29	194.190002
FB	2020-04-30	204.710007
FB	2020-05-01	202.270004
FB	2020-05-04	205.259995
FB	2020-05-05	207.070007
FB	2020-05-06	208.470001
FB	2020-05-07	211.259995
FB	2020-05-08	212.350006
FB	2020-05-11	213.179993
FB	2020-05-12	210.100006
FB	2020-05-13	205.100006
FB	2020-05-14	206.809998
FB	2020-05-15	210.880005
FB	2020-05-18	213.190002
FB	2020-05-19	216.880005
FB	2020-05-20	229.970001
FB	2020-05-21	231.389999
FB	2020-05-22	234.910004
FB	2020-05-26	232.199997
FB	2020-05-27	229.139999
FB	2020-05-28	225.460007
FB	2020-05-29	225.089996
FB	2020-06-01	231.910004
FB	2020-06-02	232.720001
FB	2020-06-03	230.160004
FB	2020-06-04	226.289993
FB	2020-06-05	230.770004
FB	2020-06-08	231.399994
FB	2020-06-09	238.669998
FB	2020-06-10	236.729996
FB	2020-06-11	224.429993
FB	2020-06-12	228.580002
FB	2020-06-15	232.5
FB	2020-06-16	235.649994
FB	2020-06-17	235.529999
FB	2020-06-18	235.940002
FB	2020-06-19	238.789993
FB	2020-06-22	239.220001
FB	2020-06-23	242.240005
FB	2020-06-24	234.020004
FB	2020-06-25	235.679993
FB	2020-06-26	216.080002
FB	2020-06-29	220.639999
FB	2020-06-30	227.070007
FB	2020-07-01	237.550003
FB	2020-07-02	233.419998
FB	2020-07-06	240.279999
FB	2020-07-07	240.860001
FB	2020-07-08	243.580002
FB	2020-07-09	244.5
FB	2020-07-10	245.070007
FB	2020-07-13	239
FB	2020-07-14	239.729996
FB	2020-07-15	240.279999
FB	2020-07-16	240.929993
FB	2020-07-17	242.029999
FB	2020-07-20	245.419998
FB	2020-07-21	241.75
FB	2020-07-22	239.869995
FB	2020-07-23	232.600006
FB	2020-07-24	230.710007
FB	2020-07-27	233.5
FB	2020-07-28	230.119995
FB	2020-07-29	233.289993
FB	2020-07-30	234.5
FB	2020-07-31	253.669998
FB	2020-08-03	251.960007
FB	2020-08-04	249.830002
FB	2020-08-05	249.119995
FB	2020-08-06	265.279999
FB	2020-08-07	268.440002
FB	2020-08-10	263
FB	2020-08-11	256.130005
FB	2020-08-12	259.890015
FB	2020-08-13	261.299988
FB	2020-08-14	261.23999
FB	2020-08-17	261.160004
FB	2020-08-18	262.339996
FB	2020-08-19	262.589996
FB	2020-08-20	269.01001
FB	2020-08-21	267.01001
FB	2020-08-24	271.390015
FB	2020-08-25	280.820007
FB	2020-08-26	303.910004
FB	2020-08-27	293.220001
FB	2020-08-28	293.660004
FB	2020-08-31	293.200012
FB	2020-09-01	295.440002
FB	2020-09-02	302.5
FB	2020-09-03	291.119995
FB	2020-09-04	282.730011
FB	2020-09-08	271.160004
FB	2020-09-09	273.720001
FB	2020-09-10	268.089996
FB	2020-09-11	266.609985
FB	2020-09-14	266.149994
FB	2020-09-15	272.420013
FB	2020-09-16	263.519989
FB	2020-09-17	254.820007
FB	2020-09-18	252.529999
FB	2020-09-21	248.149994
FB	2020-09-22	254.75
FB	2020-09-23	249.020004
FB	2020-09-24	249.529999
FB	2020-09-25	254.820007
FB	2020-09-28	256.820007
FB	2020-09-29	261.790009
FB	2020-09-30	261.899994
FB	2020-10-01	266.630005
FB	2020-10-02	259.940002
FB	2020-10-05	264.649994
FB	2020-10-06	258.660004
FB	2020-10-07	258.119995
FB	2020-10-08	263.76001
FB	2020-10-09	264.450012
FB	2020-10-12	275.75
FB	2020-10-13	276.140015
FB	2020-10-14	271.820007
FB	2020-10-15	266.720001
FB	2020-10-16	265.929993
FB	2020-10-19	261.399994
FB	2020-10-20	267.559998
FB	2020-10-21	278.730011
FB	2020-10-22	278.119995
FB	2020-10-23	284.790009
FB	2020-10-26	277.109985
FB	2020-10-27	283.290009
FB	2020-10-28	267.670013
FB	2020-10-29	280.829987
FB	2020-10-30	263.109985
FB	2020-11-02	261.359985
FB	2020-11-03	265.299988
FB	2020-11-04	287.380005
FB	2020-11-05	294.679993
FB	2020-11-06	293.410004
FB	2020-11-09	278.769989
FB	2020-11-10	272.429993
FB	2020-11-11	276.480011
FB	2020-11-12	275.079987
FB	2020-11-13	276.950012
FB	2020-11-16	278.959991
FB	2020-11-17	275
FB	2020-11-18	271.970001
FB	2020-11-19	272.940002
FB	2020-11-20	269.700012
FB	2020-11-23	268.429993
FB	2020-11-24	276.920013
FB	2020-11-25	275.589996
FB	2020-11-27	277.809998
FB	2020-11-30	276.970001
FB	2020-12-01	286.549988
FB	2020-12-02	287.519989
FB	2020-12-03	281.850006
FB	2020-12-04	279.700012
FB	2020-12-07	285.579987
FB	2020-12-08	283.399994
FB	2020-12-09	277.920013
FB	2020-12-10	277.119995
FB	2020-12-11	273.549988
FB	2020-12-14	274.190002
FB	2020-12-15	275.549988
FB	2020-12-16	275.670013
FB	2020-12-17	274.480011
FB	2020-12-18	276.399994
FB	2020-12-21	272.790009
FB	2020-12-22	267.089996
FB	2020-12-23	268.109985
FB	2020-12-24	267.399994
FB	2020-12-28	277
FB	2020-12-29	276.779999
FB	2020-12-30	271.869995
FB	2020-12-31	273.160004
FB	2021-01-04	268.940002
FB	2021-01-05	270.970001
FB	2021-01-06	263.309998
FB	2021-01-07	268.73999
FB	2021-01-08	267.570007
FB	2021-01-11	256.839996
FB	2021-01-12	251.089996
FB	2021-01-13	251.639999
FB	2021-01-14	245.639999
FB	2021-01-15	251.360001
FB	2021-01-19	261.100006
FB	2021-01-20	267.480011
FB	2021-01-21	272.869995
FB	2021-01-22	274.5
FB	2021-01-25	278.01001
FB	2021-01-26	282.049988
FB	2021-01-27	272.140015
FB	2021-01-28	265
FB	2021-01-29	258.329987
FB	2021-02-01	262.01001
FB	2021-02-02	267.079987
FB	2021-02-03	266.649994
FB	2021-02-04	266.48999
FB	2021-02-05	268.100006
FB	2021-02-08	266.579987
FB	2021-02-09	269.450012
FB	2021-02-10	271.869995
FB	2021-02-11	270.390015
FB	2021-02-12	270.5
FB	2021-02-16	273.970001
FB	2021-02-17	273.570007
FB	2021-02-18	269.390015
FB	2021-02-19	261.559998
FB	2021-02-22	260.329987
FB	2021-02-23	265.859985
FB	2021-02-24	264.309998
FB	2021-02-25	254.690002
FB	2021-02-26	257.619995
FB	2021-03-01	264.910004
FB	2021-03-02	259
FB	2021-03-03	255.410004
FB	2021-03-04	257.640015
FB	2021-03-05	264.279999
FB	2021-03-08	255.309998
FB	2021-03-09	265.73999
FB	2021-03-10	264.899994
FB	2021-03-11	273.880005
FB	2021-03-12	268.399994
FB	2021-03-15	273.75
FB	2021-03-16	279.279999
FB	2021-03-17	284.01001
FB	2021-03-18	278.619995
FB	2021-03-19	290.109985
FB	2021-03-22	293.540009
FB	2021-03-23	290.630005
FB	2021-03-24	282.140015
FB	2021-03-25	278.73999
FB	2021-03-26	283.019989
FB	2021-03-29	290.820007
FB	2021-03-30	288
FB	2021-03-31	294.529999
FB	2021-04-01	298.660004
FB	2021-04-05	308.910004
FB	2021-04-06	306.26001
FB	2021-04-07	313.089996
FB	2021-04-08	313.019989
FB	2021-04-09	312.459991
FB	2021-04-12	311.540009
FB	2021-04-13	309.76001
FB	2021-04-14	302.820007
TSLA	2020-01-02	86.052002
TSLA	2020-01-03	88.601997
TSLA	2020-01-06	90.307999
TSLA	2020-01-07	93.811996
TSLA	2020-01-08	98.428001
TSLA	2020-01-09	96.267998
TSLA	2020-01-10	95.629997
TSLA	2020-01-13	104.972
TSLA	2020-01-14	107.584
TSLA	2020-01-15	103.699997
TSLA	2020-01-16	102.697998
TSLA	2020-01-17	102.099998
TSLA	2020-01-21	109.440002
TSLA	2020-01-22	113.912003
TSLA	2020-01-23	114.440002
TSLA	2020-01-24	112.963997
TSLA	2020-01-27	111.603996
TSLA	2020-01-28	113.379997
TSLA	2020-01-29	116.197998
TSLA	2020-01-30	128.162003
TSLA	2020-01-31	130.113998
TSLA	2020-02-03	156
TSLA	2020-02-04	177.412003
TSLA	2020-02-05	146.940002
TSLA	2020-02-06	149.792007
TSLA	2020-02-07	149.613998
TSLA	2020-02-10	154.255997
TSLA	2020-02-11	154.876007
TSLA	2020-02-12	153.457993
TSLA	2020-02-13	160.800003
TSLA	2020-02-14	160.005997
TSLA	2020-02-18	171.679993
TSLA	2020-02-19	183.483994
TSLA	2020-02-20	179.882004
TSLA	2020-02-21	180.199997
TSLA	2020-02-24	166.757996
TSLA	2020-02-25	159.981995
TSLA	2020-02-26	155.759995
TSLA	2020-02-27	135.800003
TSLA	2020-02-28	133.598007
TSLA	2020-03-02	148.723999
TSLA	2020-03-03	149.102005
TSLA	2020-03-04	149.899994
TSLA	2020-03-05	144.908005
TSLA	2020-03-06	140.695999
TSLA	2020-03-09	121.599998
TSLA	2020-03-10	129.065994
TSLA	2020-03-11	126.846001
TSLA	2020-03-12	112.110001
TSLA	2020-03-13	109.323997
TSLA	2020-03-16	89.014
TSLA	2020-03-17	86.040001
TSLA	2020-03-18	72.244003
TSLA	2020-03-19	85.528
TSLA	2020-03-20	85.505997
TSLA	2020-03-23	86.858002
TSLA	2020-03-24	101
TSLA	2020-03-25	107.849998
TSLA	2020-03-26	105.632004
TSLA	2020-03-27	102.872002
TSLA	2020-03-30	100.426003
TSLA	2020-03-31	104.800003
TSLA	2020-04-01	96.311996
TSLA	2020-04-02	90.893997
TSLA	2020-04-03	96.001999
TSLA	2020-04-06	103.248001
TSLA	2020-04-07	109.089996
TSLA	2020-04-08	109.767998
TSLA	2020-04-09	114.599998
TSLA	2020-04-13	130.190002
TSLA	2020-04-14	141.977997
TSLA	2020-04-15	145.966003
TSLA	2020-04-16	149.042007
TSLA	2020-04-17	150.778
TSLA	2020-04-20	149.272003
TSLA	2020-04-21	137.343994
TSLA	2020-04-22	146.421997
TSLA	2020-04-23	141.126007
TSLA	2020-04-24	145.029999
TSLA	2020-04-27	159.75
TSLA	2020-04-28	153.824005
TSLA	2020-04-29	160.102005
TSLA	2020-04-30	156.376007
TSLA	2020-05-01	140.264008
TSLA	2020-05-04	152.238007
TSLA	2020-05-05	153.641998
TSLA	2020-05-06	156.516006
TSLA	2020-05-07	156.007996
TSLA	2020-05-08	163.884003
TSLA	2020-05-11	162.257996
TSLA	2020-05-12	161.882004
TSLA	2020-05-13	158.192001
TSLA	2020-05-14	160.666
TSLA	2020-05-15	159.834
TSLA	2020-05-18	162.725998
TSLA	2020-05-19	161.602005
TSLA	2020-05-20	163.112
TSLA	2020-05-21	165.520004
TSLA	2020-05-22	163.376007
TSLA	2020-05-26	163.774002
TSLA	2020-05-27	164.046005
TSLA	2020-05-28	161.162003
TSLA	2020-05-29	167
TSLA	2020-06-01	179.619995
TSLA	2020-06-02	176.311996
TSLA	2020-06-03	176.591995
TSLA	2020-06-04	172.876007
TSLA	2020-06-05	177.132004
TSLA	2020-06-08	189.983994
TSLA	2020-06-09	188.134003
TSLA	2020-06-10	205.009995
TSLA	2020-06-11	194.567993
TSLA	2020-06-12	187.056
TSLA	2020-06-15	198.179993
TSLA	2020-06-16	196.425995
TSLA	2020-06-17	198.358002
TSLA	2020-06-18	200.792007
TSLA	2020-06-19	200.179993
TSLA	2020-06-22	198.863998
TSLA	2020-06-23	200.356003
TSLA	2020-06-24	192.169998
TSLA	2020-06-25	197.195999
TSLA	2020-06-26	191.947998
TSLA	2020-06-29	201.869995
TSLA	2020-06-30	215.962006
TSLA	2020-07-01	223.925995
TSLA	2020-07-02	241.731995
TSLA	2020-07-06	274.31601
TSLA	2020-07-07	277.971985
TSLA	2020-07-08	273.175995
TSLA	2020-07-09	278.855988
TSLA	2020-07-10	308.929993
TSLA	2020-07-13	299.411987
TSLA	2020-07-14	303.359985
TSLA	2020-07-15	309.201996
TSLA	2020-07-16	300.127991
TSLA	2020-07-17	300.167999
TSLA	2020-07-20	328.600006
TSLA	2020-07-21	313.671997
TSLA	2020-07-22	318.466003
TSLA	2020-07-23	302.614014
TSLA	2020-07-24	283.399994
TSLA	2020-07-27	307.920013
TSLA	2020-07-28	295.298004
TSLA	2020-07-29	299.821991
TSLA	2020-07-30	297.497986
TSLA	2020-07-31	286.152008
TSLA	2020-08-03	297
TSLA	2020-08-04	297.399994
TSLA	2020-08-05	297.003998
TSLA	2020-08-06	297.915985
TSLA	2020-08-07	290.541992
TSLA	2020-08-10	283.713989
TSLA	2020-08-11	274.877991
TSLA	2020-08-12	310.951996
TSLA	2020-08-13	324.200012
TSLA	2020-08-14	330.141998
TSLA	2020-08-17	367.127991
TSLA	2020-08-18	377.417999
TSLA	2020-08-19	375.705994
TSLA	2020-08-20	400.365997
TSLA	2020-08-21	409.996002
TSLA	2020-08-24	402.839996
TSLA	2020-08-25	404.667999
TSLA	2020-08-26	430.634003
TSLA	2020-08-27	447.75
TSLA	2020-08-28	442.679993
TSLA	2020-08-31	498.320007
TSLA	2020-09-01	475.049988
TSLA	2020-09-02	447.369995
TSLA	2020-09-03	407
TSLA	2020-09-04	418.320007
TSLA	2020-09-08	330.209991
TSLA	2020-09-09	366.279999
TSLA	2020-09-10	371.339996
TSLA	2020-09-11	372.720001
TSLA	2020-09-14	419.619995
TSLA	2020-09-15	449.76001
TSLA	2020-09-16	441.76001
TSLA	2020-09-17	423.429993
TSLA	2020-09-18	442.149994
TSLA	2020-09-21	449.390015
TSLA	2020-09-22	424.230011
TSLA	2020-09-23	380.359985
TSLA	2020-09-24	387.790009
TSLA	2020-09-25	407.339996
TSLA	2020-09-28	421.200012
TSLA	2020-09-29	419.070007
TSLA	2020-09-30	429.01001
TSLA	2020-10-01	448.160004
TSLA	2020-10-02	415.089996
TSLA	2020-10-05	425.679993
TSLA	2020-10-06	413.980011
TSLA	2020-10-07	425.299988
TSLA	2020-10-08	425.920013
TSLA	2020-10-09	434
TSLA	2020-10-12	442.299988
TSLA	2020-10-13	446.649994
TSLA	2020-10-14	461.299988
TSLA	2020-10-15	448.880005
TSLA	2020-10-16	439.670013
TSLA	2020-10-19	430.829987
TSLA	2020-10-20	421.940002
TSLA	2020-10-21	422.640015
TSLA	2020-10-22	425.790009
TSLA	2020-10-23	420.630005
TSLA	2020-10-26	420.279999
TSLA	2020-10-27	424.679993
TSLA	2020-10-28	406.019989
TSLA	2020-10-29	410.829987
TSLA	2020-10-30	388.040009
TSLA	2020-11-02	400.51001
TSLA	2020-11-03	423.899994
TSLA	2020-11-04	420.980011
TSLA	2020-11-05	438.089996
TSLA	2020-11-06	429.950012
TSLA	2020-11-09	421.26001
TSLA	2020-11-10	410.359985
TSLA	2020-11-11	417.130005
TSLA	2020-11-12	411.76001
TSLA	2020-11-13	408.5
TSLA	2020-11-16	408.089996
TSLA	2020-11-17	441.609985
TSLA	2020-11-18	486.640015
TSLA	2020-11-19	499.269989
TSLA	2020-11-20	489.609985
TSLA	2020-11-23	521.849976
TSLA	2020-11-24	555.380005
TSLA	2020-11-25	574
TSLA	2020-11-27	585.76001
TSLA	2020-11-30	567.599976
TSLA	2020-12-01	584.76001
TSLA	2020-12-02	568.820007
TSLA	2020-12-03	593.380005
TSLA	2020-12-04	599.039978
TSLA	2020-12-07	641.76001
TSLA	2020-12-08	649.880005
TSLA	2020-12-09	604.47998
TSLA	2020-12-10	627.070007
TSLA	2020-12-11	609.98999
TSLA	2020-12-14	639.830017
TSLA	2020-12-15	633.25
TSLA	2020-12-16	622.77002
TSLA	2020-12-17	655.900024
TSLA	2020-12-18	695
TSLA	2020-12-21	649.859985
TSLA	2020-12-22	640.340027
TSLA	2020-12-23	645.97998
TSLA	2020-12-24	661.77002
TSLA	2020-12-28	663.690002
TSLA	2020-12-29	665.98999
TSLA	2020-12-30	694.780029
TSLA	2020-12-31	705.669983
TSLA	2021-01-04	729.77002
TSLA	2021-01-05	735.109985
TSLA	2021-01-06	755.97998
TSLA	2021-01-07	816.039978
TSLA	2021-01-08	880.02002
TSLA	2021-01-11	811.190002
TSLA	2021-01-12	849.440002
TSLA	2021-01-13	854.409973
TSLA	2021-01-14	845
TSLA	2021-01-15	826.159973
TSLA	2021-01-19	844.549988
TSLA	2021-01-20	850.450012
TSLA	2021-01-21	844.98999
TSLA	2021-01-22	846.640015
TSLA	2021-01-25	880.799988
TSLA	2021-01-26	883.090027
TSLA	2021-01-27	864.159973
TSLA	2021-01-28	835.429993
TSLA	2021-01-29	793.530029
TSLA	2021-02-01	839.809998
TSLA	2021-02-02	872.789978
TSLA	2021-02-03	854.690002
TSLA	2021-02-04	849.98999
TSLA	2021-02-05	852.22998
TSLA	2021-02-08	863.419983
TSLA	2021-02-09	849.460022
TSLA	2021-02-10	804.820007
TSLA	2021-02-11	811.659973
TSLA	2021-02-12	816.119995
TSLA	2021-02-16	796.219971
TSLA	2021-02-17	798.150024
TSLA	2021-02-18	787.380005
TSLA	2021-02-19	781.299988
TSLA	2021-02-22	714.5
TSLA	2021-02-23	698.840027
TSLA	2021-02-24	742.02002
TSLA	2021-02-25	682.219971
TSLA	2021-02-26	675.5
TSLA	2021-03-01	718.429993
TSLA	2021-03-02	686.440002
TSLA	2021-03-03	653.200012
TSLA	2021-03-04	621.440002
TSLA	2021-03-05	597.950012
TSLA	2021-03-08	563
TSLA	2021-03-09	673.580017
TSLA	2021-03-10	668.059998
TSLA	2021-03-11	699.599976
TSLA	2021-03-12	693.72998
TSLA	2021-03-15	707.940002
TSLA	2021-03-16	676.880005
TSLA	2021-03-17	701.809998
TSLA	2021-03-18	653.159973
TSLA	2021-03-19	654.869995
TSLA	2021-03-22	670
TSLA	2021-03-23	662.159973
TSLA	2021-03-24	630.27002
TSLA	2021-03-25	640.390015
TSLA	2021-03-26	618.710022
TSLA	2021-03-29	611.289978
TSLA	2021-03-30	635.619995
TSLA	2021-03-31	667.929993
TSLA	2021-04-01	661.75
TSLA	2021-04-05	691.049988
TSLA	2021-04-06	691.619995
TSLA	2021-04-07	670.969971
TSLA	2021-04-08	683.799988
TSLA	2021-04-09	677.02002
TSLA	2021-04-12	701.97998
TSLA	2021-04-13	762.320007
TSLA	2021-04-14	732.22998
